datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
1119	2.2277471	1.4135551	-2.5232658	96.77814	4.6023058	244.15279	0.00012803411
1120	1.787284	-0.078885798	-5.7715423	118.90803	3.5831683	199.82121	0
1121	0.84059531	0.98969823	-7.9663622	134.8092	3.0925771	206.2959	0
1122	0.49318296	1.889289	-8.9915401	135.25104	2.7789495	198.48185	0
1123	1.53506	0.070088938	-4.4458072	86.544408	4.0858831	271.72937	0.00045473502
1124	1.2276813	-1.4628279	-5.7290077	126.09849	3.7237636	208.53569	0
1125	0.72526681	1.559265	-9.7033155	121.64867	2.627467	187.91606	0
1126	0.38028125	3.2999634	-3.6735345	102.24377	4.2641745	282.5019	0.00040747103
1127	1.7236012	-2.0027657	-4.247852	127.26942	4.0442829	224.713	0.00021036202
1128	1.9700254	2.2502417	-4.4506274	115.90123	3.9349806	250.7489	9.615369e-05
1129	2.9623246	2.5364959	-0.68606521	40.22735	5.3318254	275.01899	0.00030605225
1130	2.9858732	4.0440434	-1.8299056	125.02653	4.7349084	243.89723	0.00035711572
1131	2.2349638	-0.83163925	-6.6641279	147.40881	3.0653845	200.95402	0.00010367195
1132	0.063981141	0.20959633	-7.8276331	130.49336	3.0055191	228.69797	0.00015690666
1133	1.5928452	-1.9604234	-8.3468519	130.61789	2.7409578	200.28193	7.4155891e-05
1134	1.0351469	-0.59265422	-10.772965	138.3441	2.3029482	200.23754	0.00011094769
1135	1.2703083	-0.63884218	-3.2561342	94.032394	4.4160529	287.98843	0.00030632789
1136	1.8707578	-0.90164935	-2.0936708	116.94927	4.8267176	266.24863	0
1137	1.1008238	-0.2997877	-5.780815	150.94675	3.6579545	207.37003	0
1138	0.082638057	-0.2966277	-9.1206479	155.80616	2.7597586	208.11993	0
1139	-0.15930429	-0.18298405	-9.3260995	151.65508	2.7604953	210.83915	0
1140	-0.5018536	-0.84459651	-10.549065	145.99514	2.504401	192.28625	0
1141	-0.84633629	0.22276862	-12.092572	150.03135	2.2084055	182.63682	0
1142	-0.94620903	0.25044872	-12.223234	152.09722	2.0977983	184.04591	0
1143	-0.41654271	-1.2902565	-11.647262	153.46103	2.1096239	182.14847	0
1144	-0.77852904	1.1583256	-11.650413	153.28534	2.215921	192.54842	0
1145	1.1316628	-1.3458933	-9.4545858	155.45864	2.60592	197.49235	0
1146	-0.11016462	-1.7275962	-5.5778044	134.29309	3.637198	260.93532	0.00054593851
1147	0.10173132	-0.2438335	-9.3041311	156.45072	2.6536336	201.3191	4.3889041e-05
1148	1.4529281	0.1985678	-5.8119086	145.5271	3.4896357	241.72089	0.00011539354
1149	2.6300357	2.8524532	-1.7086053	145.26237	4.8744245	283.02999	0.00013638666
1150	3.7007679	3.8123799	1.7461209	157.83552	6.1762105	259.84875	0
1151	3.1405456	2.9522419	-0.7757617	96.920967	5.0697748	248.9757	0.00047604522
1152	-0.52015964	0.38403063	-8.8209019	176.60564	2.6870833	189.72285	0
1153	-0.2256627	2.8901819	-7.7961389	177.68884	2.690757	187.09082	0
1154	0.39885527	1.5282544	-6.8144105	183.19545	2.9584239	207.82196	0
1155	0.49971356	2.2149391	-3.7204941	157.78566	4.0749862	242.06735	0
1156	1.6038313	-1.7071955	-2.1838039	135.0993	4.621598	240.95146	0.00023285226
1157	1.6630035	-0.12568958	-4.2475086	182.41623	3.9031652	235.3315	0.00034192677
1158	2.7535362	1.0179766	1.4480541	102.72853	6.297878	312.71486	0.00057377995
1159	2.0526416	-2.0894678	-5.5514801	184.19668	3.2317551	198.06518	0
1160	-1.316807	-1.1818468	-8.884689	191.89739	2.6212341	203.82918	0.00011360431
1161	-2.3917312	-1.1588649	-3.9859759	146.13418	4.1692181	280.79286	0.00046464683
1162	-0.75517209	-0.42847711	-4.1699783	156.89705	4.0619284	260.32357	0.00024900375
1163	1.3540198	-1.3841417	-4.3813412	188.29641	3.9285576	232.86388	0.00025295374
1164	1.7854361	-1.4629558	-6.3297462	182.11007	3.175814	212.90685	0
1165	-0.19985146	-0.20078812	-9.4672119	200.99508	2.6031865	189.07224	0
1166	-0.34341403	-0.23863499	-12.01781	195.81973	2.0951433	180.01227	0
1167	0.48692638	0.8189686	-10.639304	196.14693	2.3091461	184.94146	0
1168	0.98050294	0.9618525	-8.9012304	197.76512	2.593565	187.67053	0
1169	1.5443005	1.744033	-5.5048116	212.99066	3.3625067	200.9444	0
1170	1.652801	1.7404407	-2.9407375	192.24748	4.3124572	252.59572	0.00010867367
1171	1.6663132	0.011012589	-3.7214435	197.8857	4.0667475	209.46191	0
1172	2.6906491	-1.6483433	-4.91059	201.26571	3.3655493	199.63845	5.689537e-05
1173	2.241566	-2.2431788	-5.6954764	199.04537	3.1726219	202.85122	4.1650776e-05
1174	1.5269118	0.90228397	-6.4579735	207.5269	3.0887124	196.26475	0
1175	2.2084148	1.7695488	1.1100287	103.47115	6.0476211	282.13714	6.0038633e-05
1176	2.4200011	2.3938748	2.5709577	72.929493	6.4875179	277.73392	0.00016992343
1177	1.8830298	3.0935472	3.7586465	111.10312	7.0118846	326.21986	0.00031581411
1178	2.7167595	3.5999865	2.9897301	204.82614	6.4654338	229.89032	0
1179	2.2226796	1.7740184	0.84642312	201.32792	5.6551978	232.27554	0
1180	1.4861851	2.7844892	0.81242153	188.79362	5.5880381	244.95358	0
1181	0.87686718	2.0094232	0.43268479	187.59824	5.5111864	244.58903	0
1182	-1.063898	2.6308418	0.074384208	218.77765	5.6192882	243.09854	8.8383367e-05
1183	-1.9006426	2.0800039	1.1652815	122.73942	6.2890509	317.70956	0.00063664507
1184	-1.4615695	2.0497019	0.22013399	162.14806	5.4303403	265.04701	0
1185	-1.377015	3.1521379	0.4601345	33.284127	5.9782874	317.29819	0.00090183802
1186	-1.5879292	1.0732499	0.83319171	122.31213	6.1237068	313.03731	0.0003679264
1187	-0.65865698	2.4700547	1.9526294	191.95375	6.5488126	284.06502	0.00017339165
1188	0.48369289	2.6056574	2.682187	156.0345	6.9145203	269.46551	0.00021851969
1189	-0.65509405	-1.2790172	-0.71681463	95.419379	5.5569874	293.53027	0.00062453333
1190	-0.09343738	-2.285543	1.2856605	179.78353	5.9556816	269.58626	0.00011510946
1191	1.1510345	0.097167343	-0.95504286	233.47207	4.6835837	222.88113	0
1192	2.0915657	3.283732	3.1342765	237.86686	6.2495656	237.48159	0.0001295197
1193	1.5934586	2.9890398	2.5259119	179.91395	6.153154	240.28021	6.9911895e-05
1194	1.7728146	2.3827642	1.1879578	213.56506	5.605221	228.3487	0
1195	0.18501055	-0.17284161	-1.4174166	119.26147	4.9978271	248.12575	9.0271665e-05
1196	1.1681549	0.16015491	-0.12413167	214.47558	5.1980545	237.79867	4.2027735e-05
1197	2.2075925	0.864719	4.0072326	88.632138	7.4750532	290.45751	0.0002609645
1198	0.85970094	-1.3467241	0.45703413	231.33717	5.6899366	229.15662	0
1199	-0.80793566	3.1753184	2.8175735	204.49981	6.2222309	270.20101	0.00010008024
1200	0.66485843	2.8540591	5.3592911	159.2509	7.9915463	310.12357	0.00019722972
1201	0.23689315	2.3936583	5.1603105	185.01888	8.3352254	306.62454	0.00030305415
1202	-1.9581081	3.1931381	6.8463956	238.49357	8.9389403	259.98589	0
1203	-1.7306517	3.6491113	7.2111605	218.43577	8.5689824	269.5877	8.1421745e-05
1204	1.4975298	2.6912706	3.6533598	131.86016	6.9085315	249.62693	0.00012150672
1205	2.0825894	2.0825137	4.0038249	189.33236	6.7584661	267.04129	0
1206	-0.31352812	1.3564269	3.4456593	201.08465	6.5890816	269.7832	7.9802116e-05
1207	-1.4177507	-0.50581105	4.0326689	62.129705	7.6443933	328.1764	0.00071577275
1208	-1.3341685	-2.1498946	4.1916168	99.867307	7.9354213	337.26726	0.0010663834
1209	-0.44797458	-2.2846519	4.4776181	185.18191	7.6148634	292.08398	0.00040755047
1210	0.84053607	-2.7824697	2.7666493	169.71563	6.3465435	289.87355	0.00028633143
1211	-0.52578823	-1.5194211	0.60324522	250.18291	4.9518905	221.09058	0
1212	2.0138456	3.4153062	4.4314668	158.70071	6.9299517	280.39864	0
1213	2.8332012	4.3054343	6.3263813	197.72584	7.3899433	265.66595	8.2110601e-05
1214	1.8874578	2.718374	5.4170794	250.71974	7.022165	225.59218	0
1215	1.3693873	1.5890578	5.555807	250.14288	6.9610358	231.44735	0
1216	0.63085311	2.5474013	6.7636943	243.54427	7.5312145	265.55894	0
1217	-0.89758056	2.2771959	6.7355159	152.84533	8.7418551	322.35134	0.00029991121
1218	-1.2930556	0.87402493	6.4399644	150.19072	9.0853937	331.8804	0.00062487339
1219	-1.3888451	0.54303102	6.8976683	134.1979	9.4280861	314.23442	0.0003016356
1220	-1.3787465	-0.70165836	7.1483281	188.46892	9.2152142	290.68079	0.00030845831
1221	-1.753109	0.53288275	7.8740602	154.12022	9.6464124	288.07407	0.00015591459
1222	-1.554415	2.5413542	7.6258545	188.89348	8.902225	292.40328	4.3725265e-05
1223	-1.013466	2.5360649	7.020977	194.03856	8.3302415	276.89203	6.6978384e-05
1224	0.44534934	0.52692291	7.3156576	215.56414	8.5547029	280.20628	5.8689607e-05
1225	0.42239737	-1.3133628	7.64006	242.65749	8.5886331	256.93305	0
1226	-0.94468851	1.1094539	7.6757882	234.6787	8.7771231	282.98869	0
1227	-0.90435328	1.5102248	7.8699472	174.26354	9.2967813	302.12015	0.00012166007
1228	-0.85614631	1.5902068	7.6388423	207.0341	9.1141748	265.09623	6.2118074e-05
1229	-1.2000838	1.0049129	7.1718806	199.86763	8.446724	281.14869	0.00019017736
1230	-2.2796188	2.0940374	7.4562267	81.645621	9.2689374	316.11246	0.00043354611
1231	-1.9263406	2.9763037	6.6946422	64.001694	8.7021511	328.55116	0.00047290003
1232	-0.99105057	1.7125056	6.0180805	133.48855	8.4031392	291.87543	0.00012675443
1233	-0.75509201	2.353472	7.755441	181.65104	9.3226659	294.56688	0.00034108531
1234	-1.0276155	-0.78037453	6.8433459	73.299645	9.2996627	340.7368	0.00053469791
1235	0.65498227	-2.4955197	7.6757896	197.65797	8.6040292	290.23632	0.00021804162
1236	0.88210181	-1.6263135	4.8419042	267.18627	6.7489002	231.11599	0
1237	1.7421282	-1.6099307	4.2780733	239.49868	6.3876063	238.63353	0
1238	1.9960491	-1.5322174	5.4120828	252.25222	6.2678682	231.41588	0
1239	1.0504336	-0.8881806	6.4697257	283.46036	6.6323238	225.54848	0
1240	-1.0522267	0.029579595	8.0944256	275.52514	7.4285411	244.40676	0
1241	-1.8283044	2.6155924	8.6511304	86.792951	9.3855292	333.14632	0.00052387762
1242	-1.5626784	0.73527914	7.2828155	74.751506	9.6520882	328.99033	0.00061774415
1243	-1.2184629	-0.52382773	8.1309629	174.47561	9.5598521	318.75028	7.5173156e-05
1244	-0.47931983	1.6171683	8.8293272	162.68437	9.7098297	304.98574	0.00026669808
1245	-0.98062861	1.1828473	8.2205708	123.46436	9.5144127	325.67579	0.00043154377
1246	-0.67323787	-0.093888661	7.0990312	118.07569	9.3488384	323.80219	0.00040349666
1247	1.1959205	-1.7264503	7.2923731	73.747307	9.3727463	332.35707	0.00055166686
1248	0.092796536	-1.9312491	6.9653903	55.130611	9.3924311	347.49138	0.00071600018
1249	-1.1578655	0.42527366	7.1802065	84.797048	9.5842812	344.56692	0.00090321761
1250	-0.45566161	0.66688798	7.4255299	159.00268	9.3881196	312.33862	0.00020532351
1251	0.37563505	2.3818223	9.0856143	171.33712	9.480864	289.29553	5.5108366e-05
1252	1.2393658	2.9830201	10.724797	227.2059	9.7365201	278.3469	5.5721786e-05
1253	1.1847308	-0.65324612	9.9705029	265.40132	9.3599725	280.41122	4.1795488e-05
1254	-1.090834	-1.3959417	8.6937155	157.88719	9.4997885	305.92816	0.00029077924
1255	-1.3068427	0.72441782	8.0930823	60.663011	9.6790242	336.71409	0.0006094366
1256	-0.77849452	-1.247011	7.7358155	85.200473	9.6427574	335.2184	0.00030564335
1257	-0.46499539	-1.3291353	8.1325381	225.36156	9.1595443	273.37333	4.1536673e-05
1258	-0.73552279	-0.365546	8.7359421	206.39331	9.5503606	297.81212	9.4801602e-05
1259	0.41928596	-1.1629532	10.693324	246.03724	10.601497	301.86733	0
1260	0.97937831	-0.31624605	11.448908	236.21855	11.457529	298.40149	0.00024940867
1261	1.2319808	-1.0030221	10.266738	202.87505	10.487452	277.97289	4.1814116e-05
1262	1.5350391	-0.43839216	10.632709	253.63122	10.177441	273.59958	0
1263	-0.21717557	-0.58567565	11.258649	223.63741	10.854939	321.25236	0.00013583462
1264	-0.97470316	2.1519031	13.310626	224.82461	11.419113	311.03606	0.00011112243
1265	0.64140034	3.2897026	14.234391	264.7163	11.10058	281.9121	0
1266	0.83475396	3.0417111	13.331653	204.54605	10.791608	302.14276	8.9488746e-05
1267	0.6671773	1.9030361	12.895709	290.21749	10.456276	263.8375	0
1268	1.0895609	0.62958823	12.374639	288.22202	10.057383	267.33777	0
1269	1.0252265	0.01842954	12.311529	287.95584	10.459508	271.79691	0
1270	-0.62046463	-1.1691713	12.43242	237.58213	11.360948	316.33918	0
1271	-1.3028735	-0.33802821	13.410161	225.1744	12.234084	329.35904	0.00014208105
1272	-1.5765922	1.5604522	13.592862	196.43698	12.875569	342.86557	0.00020374055
1273	-1.6006999	2.6629278	13.766566	184.10623	12.670786	330.71528	0.00014276598
1274	-1.0440684	2.0360863	13.457904	221.58867	12.037462	291.62919	5.5143387e-05
1275	-0.5244705	0.84592596	13.417371	286.62341	11.204059	275.09287	0
1276	-0.90413134	1.8623372	14.640773	231.31721	12.179341	318.52274	8.297228e-05
1277	-1.1718894	0.20169101	13.45794	210.40188	12.922158	324.10861	0.00030159623
1278	-1.0214723	-1.7050423	12.232372	115.77791	12.268685	344.53201	0.00058911422
1279	-1.1753589	-1.7056593	13.51456	239.18675	11.807993	301.61642	0
1280	-0.681844	-1.6291428	13.701197	244.28794	11.710115	313.80901	0
1281	-1.0640555	-1.5034972	13.325521	180.90724	12.168222	343.55115	0.0002909081
1282	-1.1602371	-1.0281936	14.247728	194.53999	11.979208	340.41655	6.4352429e-05
1283	-1.2941678	-0.67125468	14.065431	203.08461	12.218123	344.3571	9.2501735e-05
1284	-1.03161	-0.066561012	14.245929	202.84987	13.384535	342.86476	0.00022540406
1285	-0.33705953	-0.88299041	15.350528	258.613	13.795111	326.79491	0
1286	-0.96293328	-1.0522452	15.941082	255.28548	12.762652	339.91605	0
1287	-1.2983931	-0.88972581	16.664715	240.2447	13.120655	352.01824	0
1288	-1.3900587	-0.38853779	15.850767	205.42042	15.076203	352.01795	0.0004501887
1289	-1.1811288	-1.4646477	15.666544	226.13485	14.070736	343.91626	0.00011148981
1290	-1.0481475	-1.2977435	15.322218	247.22259	12.354308	328.17369	0
1291	-0.89937111	-1.5790238	15.666106	213.03866	12.664022	353.48441	0
1292	-0.27130766	-1.5930993	14.470739	247.04742	12.134537	303.57251	0
1293	1.0227708	-1.51375	13.68058	265.71581	11.241648	278.98153	0
1294	0.43088692	-1.57169	11.479957	275.50695	9.7767466	248.11413	0
1295	-0.3382102	-1.9795635	11.825497	264.35184	9.144861	260.56115	0
1296	-1.0122403	-2.088833	13.203767	244.7909	10.35017	302.83618	0
1297	-1.1430358	-1.678997	12.743434	179.72364	11.712019	319.33408	0.00010871622
1298	-1.0822925	-1.8460702	13.935531	178.30891	11.518717	343.22398	5.0118864e-05
1299	-1.4047461	-2.0077354	14.965292	240.2428	12.202161	330.1776	0
1300	-1.7654683	-1.0598968	14.848834	234.3581	12.747686	334.52722	0.00013064682
1301	-0.81483594	-2.2041531	12.441699	133.09915	12.250882	334.65507	0.00017581605
1302	-1.0448246	-0.97826782	13.448582	244.50029	11.525996	302.12092	0
1303	-1.1430274	-1.7463131	14.596727	214.37664	12.260493	347.97415	6.5092654e-05
1304	-0.83742291	-1.685666	13.828698	202.71669	11.330978	315.41978	6.0287034e-05
1305	-1.40131	-0.0086486034	13.348425	119.02741	13.243692	354.9114	0.00071904089
1306	-1.7063178	0.47136371	14.504172	199.59052	14.034114	324.1853	0.00015844249
1307	-0.69581935	1.5875032	15.004004	249.97596	12.512584	303.40755	0
1308	-0.69592188	2.0462485	15.304444	255.53145	11.324902	288.18223	0
1309	-1.054337	0.31039087	15.826897	246.07145	13.210235	321.21596	5.3127541e-05
1310	-1.3702725	-0.17809369	16.032756	207.85003	14.805494	345.95829	0.0002649267
1311	-1.3672526	-0.19447267	15.930839	187.90474	15.297879	342.84371	0.00025031194
1312	-1.3046105	-0.77404697	16.315337	244.27458	13.441978	328.57263	0
1313	-1.4221105	-1.5440705	16.061746	252.06935	12.291809	308.33147	0
1314	-1.7348306	-1.500344	15.237229	197.41998	13.529796	334.50903	0.00022127982
1315	-1.4547107	-1.4239065	14.117835	143.25658	13.753082	354.40217	0.00029840612
1316	-1.1391253	-1.460205	14.417353	248.69711	11.953531	289.49087	0
1317	-1.048243	-0.621378	15.04002	208.71495	12.824589	323.67336	6.1075805e-05
1318	-1.2188674	-0.64880295	14.849952	191.15417	12.902757	334.16984	0.00013196135
1319	-1.1906873	-0.34247377	14.987618	215.18978	13.683816	324.09214	0.00015330453
1320	-0.66617188	-1.9480935	13.822925	194.25251	11.759774	329.85801	0
1321	-0.020225011	-1.7209251	12.777515	204.12428	11.05663	313.97326	7.9887384e-05
1322	0.96836747	-1.2617227	12.344366	237.34086	11.066561	286.25269	0
1323	0.095337081	-1.1780987	11.871717	237.35596	10.251441	272.481	0
1324	-0.74598111	-0.97156121	12.21013	164.76603	10.792639	334.95157	0.00013492838
1325	-1.2941809	-1.4115877	12.524133	210.27402	10.973739	300.89117	6.9080537e-05
1326	0.33578114	-1.9222731	11.206458	167.19724	10.937311	306.40348	0.00026430992
1327	1.9109974	-1.9461485	11.282911	231.39393	10.104548	261.65228	0
1328	1.8770605	-1.5694997	10.862446	241.82394	9.2474693	241.63329	0
1329	1.5961333	-1.3200823	11.004956	241.84298	9.0017883	241.14081	0
1330	0.070722646	-1.1713372	10.89701	240.5203	9.08408	246.073	0
1331	-0.74324196	-0.63355001	12.173451	238.49761	8.7721189	255.85812	0
1332	-1.0679096	-0.2933778	13.517193	234.71569	9.8980827	269.46562	0
1333	-1.5071008	-0.30240898	14.503119	217.6595	12.615102	323.58564	6.4254745e-05
1334	-1.5754364	-0.47754042	14.991361	156.32296	12.800162	351.695	0.00011313467
1335	-1.7465743	0.54272672	15.004527	197.74045	12.542164	313.28465	4.3405005e-05
1336	-1.2640753	-0.78385194	14.286176	209.09881	12.578758	312.54449	0
1337	-1.6304349	1.5368652	15.313472	207.96549	12.585652	324.8375	0.00011011086
1338	-1.5816774	2.68802	14.24593	161.11996	12.791773	311.2566	0.00016178091
1339	0.067911584	2.0777545	14.384019	196.17984	11.244193	309.39762	0
1340	0.029578767	1.7157357	13.060791	124.13515	12.269181	349.16445	0.00035870865
1341	-1.0074006	-0.048106231	13.285985	187.33841	12.039098	308.42826	7.7840454e-05
1342	-1.4155304	2.7532695	13.514185	170.71291	12.213166	301.86915	6.4171077e-05
1343	-0.80228658	2.6180174	12.833341	122.71276	11.116889	320.44198	0.00017497082
1344	0.74726533	1.0340034	11.483218	88.986261	11.702243	327.92903	0.00034979506
1345	0.92095958	-1.427303	10.338015	217.55383	9.6998069	257.76511	0
1346	-0.78223827	-1.4239728	10.057358	200.07658	9.437206	276.58426	0
1347	-0.47924488	-0.45691402	10.472585	216.97275	9.014419	257.5043	0
1348	-0.56932282	-0.50357709	12.990086	198.46754	10.059177	319.71803	0
1349	-0.60752952	-0.30117598	13.81578	180.65708	11.540528	333.54877	0
1350	-1.0602189	-0.2445764	14.616972	204.13157	11.716684	295.92421	0
1351	0.58920301	0.81844951	14.35282	209.23867	10.939072	278.3147	0
1352	1.3755905	-0.18459934	12.972232	209.2371	9.9818061	263.86604	0
1353	-0.81118248	-1.144739	11.663107	199.10721	10.41188	274.69407	0
1354	-1.4742496	0.95118558	13.707877	201.26573	10.915907	284.73087	0
1355	-1.3000248	-0.22168421	13.79849	161.57879	13.032959	326.79453	0.00013832485
1356	-0.9651888	-0.010895104	14.211608	182.23615	12.954828	308.48218	5.8720542e-05
1357	-1.1913782	-1.5478778	12.024023	169.37806	11.445526	297.49669	0
1358	-1.6116014	-0.17776838	10.711745	74.808147	11.749775	333.85458	0.00033594481
1359	-1.4361909	0.14377553	11.556123	156.46202	11.679485	289.44946	0
1360	-1.3786474	1.5299662	12.051904	169.52003	11.458535	296.57005	0.00012959576
1361	-0.98497432	2.2837651	11.627232	121.90318	11.648368	301.70959	0.00012825898
1362	-0.60753449	-0.0025612997	12.021174	195.19281	10.294745	280.47746	0
1363	-1.2701452	2.323092	12.343875	120.97513	11.512523	331.47908	0.00040781926
1364	-1.3687181	3.3965494	12.400048	133.87202	12.070533	319.87611	0.00037746935
1365	0.4646569	1.9932595	12.197709	179.10713	10.28138	270.19727	0
1366	0.097103176	-1.5739725	8.9177863	150.13983	9.8640605	285.53222	0.00022205273
1367	-1.1428154	-1.3586946	8.272162	113.77329	9.8314644	322.13302	0.00025991968
1368	-1.1653951	2.5664375	10.701338	158.74496	10.17769	312.71082	7.4000906e-05
1369	-1.658604	2.6302281	12.024606	148.50883	11.34535	332.01869	0.000265022
1370	-1.3138497	3.2866913	12.543225	115.95032	10.632502	322.44835	0.00016709059
1371	1.4594808	2.3932919	10.535593	168.89675	8.7412325	266.65078	0
1372	1.4632413	0.1482896	8.8869789	143.0037	8.9071133	283.4518	0
1373	-0.33635762	-0.12704319	8.5324491	169.33441	8.5179584	273.50324	0
1374	-0.62259904	1.897136	10.281007	175.51611	8.6106398	279.66157	0
1375	1.28919	2.010362	10.000845	96.293592	9.8230511	303.53585	0.00022589875
1376	-0.65389146	-0.39704329	8.1312837	79.641386	9.9502153	340.39957	0.000347341
1377	1.2114213	-2.3347062	7.5558854	96.784265	8.670816	317.64639	0.00013216716
1378	-0.069386924	-1.6562027	5.4032904	126.40621	7.852959	278.36582	0.00021190556
1379	-0.55546731	0.98040699	5.8735146	132.24101	7.9450786	276.33755	5.1086227e-05
1380	-0.16529239	-1.1020727	6.7103406	147.42972	8.1688253	265.20771	0
1381	0.43786567	-0.42959778	6.8077334	166.40095	8.1749526	244.16838	0
1382	-0.015260031	-1.1101943	7.80324	108.88012	8.7704943	309.46863	5.8925761e-05
1383	-0.95840185	1.3844581	8.2226724	76.462803	9.274485	298.00545	0
1384	-0.78439129	0.50159363	7.8044238	149.27381	9.1310319	260.13791	0
1385	-0.53521429	-0.72417298	7.0254637	141.73807	8.5915732	253.70219	0
1386	-0.77856208	-1.225768	7.6399538	162.7452	8.0410087	251.92642	0
1387	-1.0389562	-0.11792499	6.6966274	154.96915	8.2080145	243.89705	0
1388	-0.96002296	0.72719226	5.8166271	155.03346	7.4395971	231.89771	0
1389	-0.80191033	0.86403024	5.4740984	143.49861	7.3442138	238.45327	0
1390	-0.81185705	-0.2833368	4.8869623	146.5978	6.7683793	231.74139	0
1391	-0.64446306	-0.81153175	3.8190166	147.21637	6.3950273	226.50382	0
1392	0.35003104	-0.67460282	4.8324066	148.63574	6.3998591	242.04939	0
1393	1.6889928	-0.28252407	7.0142959	79.620984	8.390208	302.10242	0.00020898317
1394	1.6054861	0.22354542	7.2349181	53.464147	9.1056223	326.63795	0.00035084103
1395	0.76912735	-1.8973188	4.908694	97.801896	7.2484993	296.49823	0.0004514341
1396	-0.23580606	-2.345496	3.6489106	55.923556	7.2405126	301.61073	0.0006416022
1397	0.93113421	-2.3262403	4.1106923	77.114635	7.0464981	273.91747	6.2553238e-05
1398	0.20552166	-2.0986789	4.03804	125.97516	7.0014896	244.40101	5.5141301e-05
1399	-0.48385864	-0.81152857	2.6033328	138.45547	6.2113289	218.74523	0
1400	-0.30167685	0.56557842	2.5861914	136.43205	5.9796724	219.8956	0
1401	-0.052967589	1.3517232	2.8666047	137.91104	5.4531247	215.78375	0
1402	0.5576733	1.0196998	3.6833425	136.47751	6.0103141	224.57573	0
1403	-0.6883171	0.30182326	3.683732	139.64292	6.2047841	234.61455	0
1404	-1.0142725	-0.72192022	3.1689366	135.7481	6.2789643	226.92363	0
1405	-0.39212881	-1.0174976	2.6920624	130.0523	5.9077648	216.87611	0
1406	-0.9160543	-0.86023798	2.1475246	129.00569	5.6522412	211.75313	0
1407	-0.97278973	-1.0689649	1.3920825	130.27881	5.0603429	202.91185	0
1408	-0.76020074	-1.3525701	1.6069624	125.70468	4.7578514	209.71865	0
1409	-0.39756826	-1.1633104	2.0718524	121.7089	5.4658014	215.87975	0
1410	-0.05407985	-1.8198657	3.5145388	120.86833	5.5484392	219.40656	0
1411	-0.37796494	-1.2195591	1.8972527	116.67157	5.7861357	218.49236	0
1412	-0.76080899	-0.2600422	1.2853546	115.51065	5.9259186	216.90987	0
1413	-0.31238942	0.10927389	0.92197271	117.23516	5.1900884	208.23664	0
1414	0.98962377	-0.83436032	1.5987228	117.86487	4.8417687	209.93298	0
1415	1.1323514	-0.36462199	2.4660876	113.03765	5.8952079	246.51694	4.3813379e-05
1416	0.62447831	-0.95670398	2.8718096	99.95007	6.5269602	252.49524	0
1417	0.70953404	0.44014903	2.5205559	98.397001	5.943659	231.00799	0
1418	-0.17117438	2.7306174	2.7907506	89.353369	5.9683166	270.72909	0.00025115828
1419	0.70054674	0.66093672	1.2844201	104.6574	5.6717481	227.04481	0
1420	-0.45196589	0.46347144	0.60476951	101.19022	5.3550297	246.88373	0.00015040871
1421	-0.16216505	-1.5180926	-0.30961065	70.946308	5.2748434	245.93553	0.00013039431
1422	-0.05037462	-2.1105899	-2.3230562	104.82034	3.8570258	196.23064	0
1423	-0.55667707	-0.50827567	-3.7135478	105.04195	3.4214033	192.39854	0
1424	-0.57408912	2.0664075	-3.4793109	101.41649	3.8391989	194.67916	0
1425	-0.44147405	0.074907302	-4.4873678	103.49418	3.4648638	189.7021	0
1426	-0.63176226	-1.1582924	-4.8467206	101.41562	3.3731089	186.16126	0
1427	-0.73371817	-0.48815401	-5.5496251	101.38625	3.233825	182.14452	0
1428	-0.5941	-0.79053279	-5.7750559	101.67302	2.9993393	178.43986	0
1429	0.032872611	-0.7965529	-5.0673253	97.173548	3.0942431	188.2284	0
1430	0.26243655	-1.4605891	-2.8523195	90.79785	4.0333141	208.27669	0
1431	0.38694348	-1.2883194	-2.418057	91.106499	4.2599227	209.69657	0
1432	0.3084035	-1.4267766	-1.5780804	95.090464	4.8246476	230.23117	0
1433	0.39155512	-1.7531325	-1.9553432	88.877251	4.5921649	208.62996	0
1434	0.0049316807	-0.91498679	-3.7258884	89.772118	3.8736705	197.67712	0
1435	0.98119279	0.94207327	-3.3840709	91.527275	3.4203956	194.7915	0
1436	1.9409534	0.83218579	-1.5932081	94.072057	4.0548133	219.28533	0
1437	2.2049992	1.4389898	-0.43080439	89.469889	4.7043142	248.61941	0
1438	2.104957	0.83432493	0.28487602	77.286196	5.1008831	256.30328	0
1439	1.6632143	0.52928943	-1.316648	95.357862	3.8862243	208.09722	0
1440	0.85217979	-0.047239547	-2.9652042	93.927726	3.4045361	199.00574	0
1441	0.017881489	0.1561195	-4.2482332	87.972314	3.0821283	193.18306	0
1442	-0.071613838	-0.93565331	-4.8731367	88.580894	2.8939275	188.93704	0
1443	0.73807053	-1.1476222	-4.4910321	89.187741	2.8545885	196.25195	0
1444	1.8292253	-0.61290106	-0.48474787	82.144896	5.2173429	252.1018	0.00020395018
1445	2.4406673	-0.70329421	2.4815574	62.133848	6.2170658	293.51535	0.00015147368
