date,period,variable,model,mean,median,sd,q25,q75,q05,q95
1993,historical,IceOff,Ensemble_Mean,109.454545454545,109,9.88398613000756,101,116,96.2,124.4
1993,historical,IceOff,FLake,NA,NA,NA,72,86.25,62.8,95.95
1993,historical,IceOff,GLM,72.1515151515152,69,16.105358603818,60,83,48.4,102.2
1993,historical,IceOff,GOTM,49.5454545454545,48,11.0823364782965,42,55,34.8,68
1993,historical,IceOff,MyLake,108.757575757576,109,9.83943056987517,101,115,96.2,122.8
1993,historical,IceOff,Simstrat,NA,NA,NA,104,116,99.2,123.6
1993,historical,IceOn,Ensemble_Mean,11.030303030303,9,10.1442251074344,3,16,-2.8,30.2
1993,historical,IceOn,FLake,NA,NA,NA,33.5,46.5,31,51.3
1993,historical,IceOn,GLM,24.7878787878788,24,8.04579694529066,18,30,15.2,39.6
1993,historical,IceOn,GOTM,15.3333333333333,15,11.9991319130455,4,26,-2.2,32.4
1993,historical,IceOn,MyLake,15.1515151515152,15,11.4758474962669,8,22,-0.399999999999999,35.2
1993,historical,IceOn,Simstrat,NA,NA,NA,22,40.5,19.1,47.6
1993,historical,MaxIceDur,Ensemble_Mean,98.4242424242424,97,15.5161816804069,90,108,72.6,123.4
1993,historical,MaxIceDur,FLake,11.6363636363636,0,19.1895449754192,0,18,0,50.2
1993,historical,MaxIceDur,GLM,47.3636363636364,48,20.3513178041039,36,60,15.4,82.2
1993,historical,MaxIceDur,GOTM,34.2121212121212,28,16.0891220545078,20,47,14,61
1993,historical,MaxIceDur,MyLake,93.6060606060606,94,16.9649259391608,86,101,63.8,122.2
1993,historical,MaxIceDur,Simstrat,35.6666666666667,0,40.8225325851627,0,80,0,91
1994,historical,HiceMax,Ensemble_Mean,0.135396226320529,0.0911326169967651,0.0855131780373692,0.0752231560647488,0.180758261680603,0.0524134223163128,0.300065254867077
1994,historical,HiceMax,FLake,0.0779740724599723,0,0.135896795603185,0,0.0675444975495338,0,0.373636603355408
1994,historical,HiceMax,GLM,0.136687123865792,0.127324193716049,0.0393623976110185,0.10310260951519,0.166807547211647,0.0885151267051697,0.203940823674202
1994,historical,HiceMax,GOTM,0.106258027594198,0.108397550880909,0.0304176420924519,0.0882329642772675,0.12331572920084,0.0555269300937653,0.159833177924156
1994,historical,HiceMax,MyLake,0.282717542666377,0.269045442342758,0.0890628245645491,0.21936009824276,0.322515875101089,0.166631084680557,0.455339127779007
1994,historical,HiceMax,Simstrat,0.250393029415246,0,0.320906053464662,0,0.51596999168396,0,0.813090014457703
1994,historical,IceOff,Ensemble_Mean,114.666666666667,116,14.2777507565676,104,127,94.2,134.4
1994,historical,IceOff,FLake,NA,NA,NA,60,87,54.6,90
1994,historical,IceOff,GLM,75.7878787878788,73,13.258859245231,67,84,58.6,96.8
1994,historical,IceOff,GOTM,52.7878787878788,53,13.5364267251313,44,64,32.8,70.8
1994,historical,IceOff,MyLake,113.030303030303,116,12.2333684253481,104,123,94.2,129.8
1994,historical,IceOff,Simstrat,NA,NA,NA,114.5,132,102.95,138.15
1994,historical,IceOn,Ensemble_Mean,13.3636363636364,8,13.5941581704656,4,21,-3.4,36.6
1994,historical,IceOn,FLake,NA,NA,NA,29,52,24.8,58.4
1994,historical,IceOn,GLM,26.9090909090909,25,10.8061430340676,18,35,13,46
1994,historical,IceOn,GOTM,18.9393939393939,12,19.5031077554633,6,34,-3.4,51.2
1994,historical,IceOn,MyLake,19.3636363636364,15,15.4370054208592,7,28,1.4,44.8
1994,historical,IceOn,Simstrat,NA,NA,NA,25,36.75,18.2,55.3
1994,historical,MaxIceDur,Ensemble_Mean,101.30303030303,101,23.0522298927957,83,119,65,136.8
1994,historical,MaxIceDur,FLake,12.1515151515152,0,21.704148814399,0,9,0,60.4
1994,historical,MaxIceDur,GLM,48.8787878787879,45,20.4828549886203,37,67,19.2,78.4
1994,historical,MaxIceDur,GOTM,33.8484848484849,29,15.476032300224,22,44,16.6,61.8
1994,historical,MaxIceDur,MyLake,93.6666666666667,98,22.4327699285368,76,112,58,123.4
1994,historical,MaxIceDur,Simstrat,38.2121212121212,0,47.050343765852,0,90,0,110.8
1995,historical,HiceMax,Ensemble_Mean,0.0958872731323495,0.0783875249326229,0.0611436394110543,0.0572449639439583,0.112978126481175,0.0259519880264997,0.237071965932846
1995,historical,HiceMax,FLake,0.0410803938002297,0,0.0856592356243222,0,0,0,0.214722201228142
1995,historical,HiceMax,GLM,0.128533428139759,0.106989704072475,0.0436711007049653,0.0980877727270126,0.160106226801872,0.0745677813887596,0.209273734688759
1995,historical,HiceMax,GOTM,0.0840479871540359,0.0799404680728912,0.0210005928078196,0.0693417266011238,0.100804209709167,0.0541558712720871,0.111709508299828
1995,historical,HiceMax,MyLake,0.205305803891723,0.203087747097015,0.0987096897650978,0.160195887088776,0.276035487651825,0.00945569910109043,0.34031817317009
1995,historical,HiceMax,Simstrat,0.154774242278301,0,0.290109061345063,0,0.270139992237091,0,0.858590006828308
1995,historical,IceOff,Ensemble_Mean,102.909090909091,107,26.7013150850801,98,113,53.4,143.2
1995,historical,IceOff,FLake,NA,NA,NA,62,77,60.6,89.9
1995,historical,IceOff,GLM,73.6666666666667,75,15.8423220099412,63,82,49.8,99.6
1995,historical,IceOff,GOTM,47.8181818181818,44,15.9206127109138,40,51,25.6,80.8
1995,historical,IceOff,MyLake,100.212121212121,107,27.6402758395217,98,113,42.2,135
1995,historical,IceOff,Simstrat,NA,NA,NA,101,142,82,146.2
1995,historical,IceOn,Ensemble_Mean,12.4242424242424,9,15.9452781079351,3,18,-4.4,31
1995,historical,IceOn,FLake,NA,NA,NA,29,38,27.3,60.4
1995,historical,IceOn,GLM,31,31,16.3343962239196,25,36,10,59
1995,historical,IceOn,GOTM,18.7575757575758,18,19.6644194915434,3,24,-3.8,57.6
1995,historical,IceOn,MyLake,19.6666666666667,18,19.749472566797,7,29,-4,57.8
1995,historical,IceOn,Simstrat,NA,NA,NA,21,38,15.6,45.2
1995,historical,MaxIceDur,Ensemble_Mean,90.4848484848485,100,35.6871135812015,81,107,22.4,148.2
1995,historical,MaxIceDur,FLake,6.84848484848485,0,14.374720023624,0,0,0,36.2
1995,historical,MaxIceDur,GLM,42.6666666666667,40,20.1814683971872,28,63,10.6,71
1995,historical,MaxIceDur,GOTM,29.0606060606061,26,12.1730732406082,21,31,16,52.4
1995,historical,MaxIceDur,MyLake,80.5454545454545,84,39.0609226954277,68,104,3,136.4
1995,historical,MaxIceDur,Simstrat,24,0,43.7207044773983,0,32,0,120.6
1996,historical,HiceMax,Ensemble_Mean,0.0648285505107858,0.0651287116110325,0.0353864035852384,0.044592160731554,0.0799218639731407,0.0183872562646866,0.124664894938469
1996,historical,HiceMax,FLake,0.00298382725679513,0,0.0171407826031073,0,0,0,0
1996,historical,HiceMax,GLM,0.105121034338619,0.0992899239063263,0.031916688263121,0.0809639915823936,0.118512876331806,0.0699402734637261,0.154096579551697
1996,historical,HiceMax,GOTM,0.0812491974370046,0.0816963762044907,0.0271228218085692,0.0617181062698364,0.0960973873734474,0.0409742653369904,0.119892899692059
1996,historical,HiceMax,MyLake,0.185050837236993,0.190382972359657,0.108953759781124,0.135454535484314,0.224805474281311,0.000366798229515553,0.371160459518433
1996,historical,HiceMax,Simstrat,0.04745939328815,0,0.123264445451701,0,0,0,0.335481995344162
1996,historical,IceOff,Ensemble_Mean,98.5151515151515,108,22.8201134036967,91,112,50,126.2
1996,historical,IceOff,FLake,NA,NA,NA,83,83,83,83
1996,historical,IceOff,GLM,63.6666666666667,61,15.8797565052701,51,71,43.8,91.2
1996,historical,IceOff,GOTM,37.8787878787879,38,12.5766588760628,25,47,19,55.6
1996,historical,IceOff,MyLake,NA,NA,NA,93,112,44,127
1996,historical,IceOff,Simstrat,NA,NA,NA,104,112,103.2,113.6
1996,historical,IceOn,Ensemble_Mean,14.3030303030303,10,12.2741721932806,6,23,-1,31
1996,historical,IceOn,FLake,NA,NA,NA,72,72,72,72
1996,historical,IceOn,GLM,31.9393939393939,32,11.0565008986212,23,41,16.2,50
1996,historical,IceOn,GOTM,15.7878787878788,13,12.2263996534077,7,24,-1,38
1996,historical,IceOn,MyLake,NA,NA,NA,6,24.5,1.5,40.5
1996,historical,IceOn,Simstrat,NA,NA,NA,11,59,7.8,67.8
1996,historical,MaxIceDur,Ensemble_Mean,84.2121212121212,91,31.1796784538399,74,106,18.4,116
1996,historical,MaxIceDur,FLake,0.333333333333333,0,1.91485421551268,0,0,0,0
1996,historical,MaxIceDur,GLM,31.7272727272727,28,21.4829477831732,13,44,7,75.8
1996,historical,MaxIceDur,GOTM,22.0909090909091,23,6.35592064713896,17,26,12,29.4
1996,historical,MaxIceDur,MyLake,77.9090909090909,91,36.9597446862492,71,106,0,110
1996,historical,MaxIceDur,Simstrat,10.8787878787879,0,28.6069895040504,0,0,0,84.2
1997,historical,HiceMax,Ensemble_Mean,0.0864413223765565,0.0750964649021626,0.0530301077376688,0.0625597827136517,0.0912257291376591,0.0362998040020466,0.173312167823315
1997,historical,HiceMax,FLake,0.0438632357752684,0,0.0832885464455813,0,0.0671641975641251,0,0.223379397392273
1997,historical,HiceMax,GLM,0.125475413871534,0.120817102491856,0.0270744889540847,0.107195496559143,0.145371675491333,0.0863468661904335,0.173713994026184
1997,historical,HiceMax,GOTM,0.0970105216132872,0.0904097631573677,0.0283357523477069,0.0793529376387596,0.119535245001316,0.0602353379130363,0.15209493637085
1997,historical,HiceMax,MyLake,0.222600706147425,0.227990716695786,0.093219530015325,0.207481622695923,0.270897954702377,0.0132101438939571,0.341615325212479
1997,historical,HiceMax,Simstrat,0.050895757747419,0,0.204421548566413,0,0,0,0.304615998268126
1997,historical,IceOff,Ensemble_Mean,106.212121212121,107,18.9534917227631,98,119,71.4,130.4
1997,historical,IceOff,FLake,NA,NA,NA,64.25,75,56.05,87.5
1997,historical,IceOff,GLM,71.3939393939394,70,12.0154572164863,63,78,53.8,93.6
1997,historical,IceOff,GOTM,41.5757575757576,43,12.1089592426184,31,53,24,58
1997,historical,IceOff,MyLake,103.757575757576,107,22.9646879782721,98,119,49.2,130.4
1997,historical,IceOff,Simstrat,NA,NA,NA,120.75,124.25,119.35,125.65
1997,historical,IceOn,Ensemble_Mean,14.4545454545455,13,13.3113929330548,3,25,-5,31.4
1997,historical,IceOn,FLake,NA,NA,NA,33.75,53.75,21.95,68.1
1997,historical,IceOn,GLM,30.6363636363636,29,7.99538218996668,25,38,20,44
1997,historical,IceOn,GOTM,16.3030303030303,16,14.9321064498718,5,25,-3.8,40.8
1997,historical,IceOn,MyLake,20.3030303030303,21,13.871023863807,12,30,-1.4,42.4
1997,historical,IceOn,Simstrat,NA,NA,NA,22.25,22.75,22.05,22.95
1997,historical,MaxIceDur,Ensemble_Mean,91.7575757575758,94,26.0012383154994,79,107,38.2,126.4
1997,historical,MaxIceDur,FLake,8.12121212121212,0,16.9719577092582,0,5,0,44.8
1997,historical,MaxIceDur,GLM,40.7575757575758,42,14.8766392017617,31,50,16.6,62.8
1997,historical,MaxIceDur,GOTM,25.2727272727273,24,11.0291452730729,18,30,11,45.2
1997,historical,MaxIceDur,MyLake,83.4545454545455,88,30.8485118250165,72,99,7,117.8
1997,historical,MaxIceDur,Simstrat,6.06060606060606,0,24.2421886825677,0,0,0,38.7999999999999
1998,historical,HiceMax,Ensemble_Mean,0.128132673578732,0.0922284677624702,0.0775050663556226,0.071004156768322,0.201926765963435,0.050269513875246,0.247897237539291
1998,historical,HiceMax,FLake,0.0629235084987048,0,0.0968807704136695,0,0.126899003982544,0,0.274945187568664
1998,historical,HiceMax,GLM,0.142105586601026,0.138772398233414,0.0360266171253148,0.113215170800686,0.158535927534103,0.0972082704305649,0.208412626385689
1998,historical,HiceMax,GOTM,0.102261888597048,0.100261934101582,0.0314139650939512,0.0809589698910713,0.12126886844635,0.0568432472646236,0.156004366278648
1998,historical,HiceMax,MyLake,0.266833575257227,0.263874024152756,0.105136445376566,0.211492210626602,0.347443342208862,0.0846480622887612,0.412369239330292
1998,historical,HiceMax,Simstrat,0.216714242191026,0,0.325359857554559,0,0.527890026569366,0,0.827395987510681
1998,historical,IceOff,Ensemble_Mean,115.606060606061,116,16.4486690075888,112,125,82.2,136.4
1998,historical,IceOff,FLake,NA,NA,NA,70.5,81.5,57.55,86.7
1998,historical,IceOff,GLM,76.4848484848485,75,11.6836456535439,67,84,61.2,99.4
1998,historical,IceOff,GOTM,48.030303030303,45,10.2301174494872,42,54,35.2,66.4
1998,historical,IceOff,MyLake,112.575757575758,116,21.3732167429097,112,124,82.2,130
1998,historical,IceOff,Simstrat,NA,NA,NA,121.5,135.5,117,139
1998,historical,IceOn,Ensemble_Mean,10.969696969697,8,11.134082945187,3,17,-5.4,30.6
1998,historical,IceOn,FLake,NA,NA,NA,34.75,50.25,23,52.45
1998,historical,IceOn,GLM,25.7878787878788,26,9.15067475571329,19,30,15.2,41.4
1998,historical,IceOn,GOTM,15.7575757575758,11,15.9099620973588,4,27,-3.6,49.2
1998,historical,IceOn,MyLake,17.2424242424242,17,11.9609528859282,9,26,0.6,32.4
1998,historical,IceOn,Simstrat,NA,NA,NA,20.5,29,17.5,43
1998,historical,MaxIceDur,Ensemble_Mean,104.636363636364,109,23.4131616054653,96,121,62.4,135
1998,historical,MaxIceDur,FLake,12.6969696969697,0,20.1517444165587,0,27,0,54.4
1998,historical,MaxIceDur,GLM,50.6969696969697,49,15.4908941972471,42,58,26.8,79.4
1998,historical,MaxIceDur,GOTM,32.2727272727273,33,13.7846670418456,21,44,10.4,52.8
1998,historical,MaxIceDur,MyLake,95.3333333333333,101,26.2353133517911,91,110,49.8,122
1998,historical,MaxIceDur,Simstrat,33.3636363636364,0,48.4683003246827,0,100,0,109.4
1999,historical,HiceMax,Ensemble_Mean,0.114817178150582,0.12037148475647,0.0571001270092129,0.0610789000988007,0.161773729324341,0.0334148183465004,0.201235665977001
1999,historical,HiceMax,FLake,0.0317909031203299,0,0.0674022900710308,0,0,0,0.179733201861381
1999,historical,HiceMax,GLM,0.114873864659757,0.107607394456863,0.0322482169641731,0.0949842184782028,0.133380770683289,0.0771646067500114,0.174459591507912
1999,historical,HiceMax,GOTM,0.0936953191730109,0.0924003273248672,0.0228425334504709,0.0811842307448387,0.111478678882122,0.0563946656882763,0.12875916659832
1999,historical,HiceMax,MyLake,0.244490317322991,0.256697475910187,0.098040195268775,0.210608348250389,0.306011080741882,0.0588275402784348,0.390609741210938
1999,historical,HiceMax,Simstrat,0.211701211152655,0,0.236018075814469,0,0.407499998807907,0,0.570933997631073
1999,historical,IceOff,Ensemble_Mean,104.818181818182,107,17.9712522961231,102,117,77.6,122.8
1999,historical,IceOff,FLake,NA,NA,NA,75.5,80.5,72.2,82
1999,historical,IceOff,GLM,67.5454545454545,68,13.7615653840027,56,77,49.8,91.8
1999,historical,IceOff,GOTM,43.9393939393939,43,10.2589576527643,37,48,28.6,63.8
1999,historical,IceOff,MyLake,NA,NA,NA,102,116.5,84.5,121.5
1999,historical,IceOff,Simstrat,NA,NA,NA,103.5,114,100.25,121
1999,historical,IceOn,Ensemble_Mean,11.5151515151515,9,10.9804405994284,5,18,-3,27
1999,historical,IceOn,FLake,NA,NA,NA,36,61,30.5,61.7
1999,historical,IceOn,GLM,30.5757575757576,29,10.4881787713308,23,39,15,48
1999,historical,IceOn,GOTM,12.6363636363636,10,10.4756210490661,5,20,-1.4,30.6
1999,historical,IceOn,MyLake,NA,NA,NA,9,24.5,0.5,32.5
1999,historical,IceOn,Simstrat,NA,NA,NA,24.75,45,9.75,55.5
1999,historical,MaxIceDur,Ensemble_Mean,93.3030303030303,99,23.5165963317463,89,108,42.2,118.2
1999,historical,MaxIceDur,FLake,6.03030303030303,0,12.8634288986375,0,0,0,36.6
1999,historical,MaxIceDur,GLM,36.969696969697,33,19.8769414908407,19,48,12.6,72
1999,historical,MaxIceDur,GOTM,31.3030303030303,30,12.8973952033076,24,39,11.8,48.2
1999,historical,MaxIceDur,MyLake,84.7575757575758,89,27.1016954071031,79,101,30.6,114
1999,historical,MaxIceDur,Simstrat,36.3030303030303,0,40.5096322253153,0,82,0,97.8
2000,historical,HiceMax,Ensemble_Mean,0.0825770710171624,0.0766538754105568,0.0350179211344357,0.0571846574544907,0.101866920292377,0.0319250812381506,0.149384228736162
2000,historical,HiceMax,FLake,0.0242924418187503,0,0.0575417887349422,0,0,0,0.153591793775558
2000,historical,HiceMax,GLM,0.118896728663734,0.115378975868225,0.0325358221472492,0.0932487472891808,0.142329156398773,0.0753061354160309,0.178068271279335
2000,historical,HiceMax,GOTM,0.0932372537526217,0.0952358469367027,0.0276773139801514,0.0777090266346931,0.109253399074078,0.0530355244874954,0.137377253174782
2000,historical,HiceMax,MyLake,0.219596898768831,0.225126266479492,0.0934735113600368,0.173268929123878,0.275336891412735,0.0366301412694156,0.360186207294464
2000,historical,HiceMax,Simstrat,0.0595669701243892,0,0.130203618418435,0,0,0,0.349408006668091
2000,historical,IceOff,Ensemble_Mean,106.393939393939,109,18.9554401721831,101,121,64.6,126
2000,historical,IceOff,FLake,NA,NA,NA,51.5,75.5,47.2,81.9
2000,historical,IceOff,GLM,67.2121212121212,64,14.6772731965051,57,80,45.4,88.8
2000,historical,IceOff,GOTM,43.030303030303,41,13.1683447338799,30,49,28.6,68.6
2000,historical,IceOff,MyLake,NA,NA,NA,102.5,121,59.2,126
2000,historical,IceOff,Simstrat,NA,NA,NA,71.75,104,62.5,107.5
2000,historical,IceOn,Ensemble_Mean,13,9,13.7772457334549,5,18,-1.4,36
2000,historical,IceOn,FLake,NA,NA,NA,29.5,53.5,26,72.5
2000,historical,IceOn,GLM,31.3030303030303,27,11.7566067821588,21,37,19.6,54
2000,historical,IceOn,GOTM,15.1515151515152,14,10.8487361364159,8,19,2,32.4
2000,historical,IceOn,MyLake,NA,NA,NA,5.75,20.25,-0.45,39.35
2000,historical,IceOn,Simstrat,NA,NA,NA,29,36.5,28.25,48
2000,historical,MaxIceDur,Ensemble_Mean,93.3939393939394,101,27.1096608632644,85,107,40.2,121.4
2000,historical,MaxIceDur,FLake,3.93939393939394,0,9.66287804544858,0,0,0,27.8
2000,historical,MaxIceDur,GLM,35.9090909090909,39,15.476521807975,21,47,14.2,57.4
2000,historical,MaxIceDur,GOTM,27.8787878787879,24,12.8422096418353,19,35,12,53
2000,historical,MaxIceDur,MyLake,87.6969696969697,95,31.9457399825126,82,106,17.4,121.4
2000,historical,MaxIceDur,Simstrat,9.93939393939394,0,22.3438182082027,0,0,0,66.4
2001,historical,HiceMax,Ensemble_Mean,0.0597987794232639,0.0548955358564854,0.0440818145068358,0.0289298050105572,0.0747073918581009,0.0108013373613358,0.147412277758121
2001,historical,HiceMax,FLake,0.0229621514903777,0,0.0616188009238778,0,0,0,0.168092200160027
2001,historical,HiceMax,GLM,0.0989202344507882,0.103770881891251,0.0396907670353007,0.0901816785335541,0.11971940100193,0,0.146694070100784
2001,historical,HiceMax,GOTM,0.074384948069399,0.0738065093755722,0.0284238691737639,0.0565215609967709,0.0903683975338936,0.0371562026441097,0.11604458540678
2001,historical,HiceMax,MyLake,0.132371689510447,0.137360438704491,0.105947418823311,0.00223666592501104,0.221547931432724,0,0.269696390628815
2001,historical,HiceMax,Simstrat,0.0310463634404269,0,0.126420199113295,0,0,0,0.166535997390746
2001,historical,IceOff,Ensemble_Mean,89.3030303030303,94,23.8674527972782,79,106,45.2,118
2001,historical,IceOff,FLake,NA,NA,NA,66,79,59.6,81.4
2001,historical,IceOff,GLM,NA,NA,NA,53.75,80.5,46.35,94.1
2001,historical,IceOff,GOTM,NA,NA,NA,41,53,26.3,68.25
2001,historical,IceOff,MyLake,NA,NA,NA,88.5,108,39,119.75
2001,historical,IceOff,Simstrat,NA,NA,NA,100.25,102.75,99.25,103.75
2001,historical,IceOn,Ensemble_Mean,23.2727272727273,21,21.2548122893275,6,36,-7,63.4
2001,historical,IceOn,FLake,NA,NA,NA,32,53,27.2,53.8
2001,historical,IceOn,GLM,NA,NA,NA,26,39.75,19.8,64
2001,historical,IceOn,GOTM,NA,NA,NA,9.25,36,-1.15,56.5
2001,historical,IceOn,MyLake,NA,NA,NA,9.5,36.5,-3.25,41
2001,historical,IceOn,Simstrat,NA,NA,NA,15.25,27.75,10.25,32.75
2001,historical,MaxIceDur,Ensemble_Mean,66.030303030303,75,36.1977941735447,29,99,12,112.4
2001,historical,MaxIceDur,FLake,4.60606060606061,0,13.5252989660566,0,0,0,38
2001,historical,MaxIceDur,GLM,29.3333333333333,26,20.2972699313643,14,46,0,66.6
2001,historical,MaxIceDur,GOTM,21.7878787878788,16,13.6399174662037,11,33,6,42.4
2001,historical,MaxIceDur,MyLake,55.2121212121212,61,42.4151782795363,1,90,0,109
2001,historical,MaxIceDur,Simstrat,4.84848484848485,0,19.7438617235225,0,0,0,25.9999999999999
2002,historical,HiceMax,Ensemble_Mean,0.104499919294859,0.0771802097558975,0.0520471569558859,0.0680560290813446,0.158920316398144,0.0539402332901955,0.177126324027777
2002,historical,HiceMax,FLake,0.0360544242642143,0,0.0918919040854435,0,0,0,0.253827401995659
2002,historical,HiceMax,GLM,0.125798117482301,0.12012243270874,0.035127156111483,0.100948497653008,0.154013812541962,0.0797687843441963,0.177058500051498
2002,historical,HiceMax,GOTM,0.0934652160062934,0.0886917784810066,0.0278600414226375,0.0753187760710716,0.110267505049706,0.0547501906752586,0.144297367334366
2002,historical,HiceMax,MyLake,0.240469679236412,0.238619953393936,0.0646149575298212,0.195910304784775,0.276952236890793,0.140728843212128,0.351735788583755
2002,historical,HiceMax,Simstrat,0.142249090201927,0,0.214442653886998,0,0.332040011882782,0,0.560309982299805
2002,historical,IceOff,Ensemble_Mean,108.969696969697,109,9.10180218584776,102,116,95.6,123.4
2002,historical,IceOff,FLake,NA,NA,NA,69,89,67.4,90.6
2002,historical,IceOff,GLM,71.7878787878788,72,14.7346478914445,65,80,47.6,96
2002,historical,IceOff,GOTM,47.1515151515151,44,9.80153435731242,40,53,35.6,66.8
2002,historical,IceOff,MyLake,108.454545454545,108,9.57565568607089,101,116,93.6,123.4
2002,historical,IceOff,Simstrat,NA,NA,NA,102,108.5,96.5,116.5
2002,historical,IceOn,Ensemble_Mean,14.3333333333333,11,11.1402049652,7,22,-0.799999999999999,30.8
2002,historical,IceOn,FLake,NA,NA,NA,28,33,24.8,53.8
2002,historical,IceOn,GLM,31.6363636363636,29,12.0825757338258,26,37,16,56.8
2002,historical,IceOn,GOTM,17.1212121212121,16,14.7240398153784,9,24,-0.799999999999999,40
2002,historical,IceOn,MyLake,19.2424242424242,16,12.7745604205935,10,27,2,40.8
2002,historical,IceOn,Simstrat,NA,NA,NA,36,46.5,31,57.5
2002,historical,MaxIceDur,Ensemble_Mean,94.6363636363636,98,16.0736939240374,78,108,69.2,116.4
2002,historical,MaxIceDur,FLake,6.54545454545455,0,17.5856669426605,0,0,0,53.6
2002,historical,MaxIceDur,GLM,40.1515151515151,38,18.0158284782459,30,51,13.6,70.4
2002,historical,MaxIceDur,GOTM,30.030303030303,28,10.2636642107146,23,37,16.4,46.8
2002,historical,MaxIceDur,MyLake,89.2121212121212,93,18.1843984911475,74,102,62,114.4
2002,historical,MaxIceDur,Simstrat,21.1818181818182,0,30.930824578257,0,59,0,71.4
2003,historical,HiceMax,Ensemble_Mean,0.0661067699392637,0.0575997546315193,0.0437887636498479,0.0402134254574776,0.0716380186378956,0.0149401676654816,0.13916759967804
2003,historical,HiceMax,FLake,0.0197247182103721,0,0.0613778884972126,0,0,0,0.187671998143196
2003,historical,HiceMax,GLM,0.113130283400868,0.119615569710732,0.046516063002744,0.0834624469280243,0.133732050657272,0.0385659858584404,0.172866693139076
2003,historical,HiceMax,GOTM,0.0803966142914512,0.0804671496152878,0.0269281588458663,0.0659576654434204,0.0932422131299973,0.0464397557079792,0.119644810259342
2003,historical,HiceMax,MyLake,0.146097687143607,0.145471453666687,0.0997338729908417,0.0937335938215256,0.217349514365196,0,0.285320055484772
2003,historical,HiceMax,Simstrat,0.060002121961478,0,0.153529653658886,0,0,0,0.400950002670288
2003,historical,IceOff,Ensemble_Mean,NA,NA,NA,73.75,111.25,37.4,121.6
2003,historical,IceOff,FLake,NA,NA,NA,61.5,79.25,45.9,79.85
2003,historical,IceOff,GLM,NA,NA,NA,63,78,54.5,83.5
2003,historical,IceOff,GOTM,NA,NA,NA,27,45.25,22,54.9
2003,historical,IceOff,MyLake,NA,NA,NA,85.75,111.25,36.45,123.2
2003,historical,IceOff,Simstrat,NA,NA,NA,107,111,104.6,116.6
2003,historical,IceOn,Ensemble_Mean,NA,NA,NA,7,20.25,-3.25,30.7
2003,historical,IceOn,FLake,NA,NA,NA,37,44.5,32.2,57.7
2003,historical,IceOn,GLM,NA,NA,NA,25.5,38,19,67
2003,historical,IceOn,GOTM,NA,NA,NA,8.75,19.5,2.75,27.45
2003,historical,IceOn,MyLake,NA,NA,NA,12.5,26.25,2.7,36.55
2003,historical,IceOn,Simstrat,NA,NA,NA,34,36,26,37.6
2003,historical,MaxIceDur,Ensemble_Mean,74.9090909090909,80,33.9589491485341,66,100,13.6,118.4
2003,historical,MaxIceDur,FLake,3,0,9.82025967070118,0,0,0,25.6
2003,historical,MaxIceDur,GLM,32.5757575757576,37,17.2047055754928,20,42,2.4,56.8
2003,historical,MaxIceDur,GOTM,21.5454545454545,21,9.70853654358791,15,26,10.2,38.6
2003,historical,MaxIceDur,MyLake,64.8484848484848,76,40.0055630601242,58,94,0,107.4
2003,historical,MaxIceDur,Simstrat,11.4848484848485,0,27.860277740137,0,0,0,73.4
2004,historical,HiceMax,Ensemble_Mean,0.0768750587196061,0.0763566397130489,0.0469020601547546,0.0420979514718056,0.105784483253956,0.0171660386025906,0.150924625396729
2004,historical,HiceMax,FLake,0.0381717001172629,0,0.0742034939896385,0,0,0,0.195083001255989
2004,historical,HiceMax,GLM,0.117759521599069,0.116648845374584,0.04046447144098,0.0840448662638664,0.141598418354988,0.0587660059332848,0.184481111168861
2004,historical,HiceMax,GOTM,0.087846535286217,0.0836611166596413,0.0291693692685147,0.0693088546395302,0.110917709767818,0.0469199076294899,0.134603935480118
2004,historical,HiceMax,MyLake,0.181304576472802,0.177121758460999,0.124487979324757,0.0867954865098,0.276184737682343,0,0.341116392612457
2004,historical,HiceMax,Simstrat,0.0373600003394214,0,0.127169081299315,0,0,0,0.326615998148918
2004,historical,IceOff,Ensemble_Mean,95.4848484848485,101,26.4162842912771,86,109,44.2,131.4
2004,historical,IceOff,FLake,NA,NA,NA,74.5,77.25,72.35,82.95
2004,historical,IceOff,GLM,73.1212121212121,75,16.9424717348104,57,86,46.6,94
2004,historical,IceOff,GOTM,44.969696969697,45,14.3689875436755,34,52,26.8,68
2004,historical,IceOff,MyLake,NA,NA,NA,95,109,30.4,132.6
2004,historical,IceOff,Simstrat,NA,NA,NA,112,118.5,109.6,121.3
2004,historical,IceOn,Ensemble_Mean,20.969696969697,18,12.0739514257058,12,25,7,39.4
2004,historical,IceOn,FLake,NA,NA,NA,35.75,55.75,34.35,68.8
2004,historical,IceOn,GLM,38.1818181818182,37,10.0388450078139,30,44,28,54
2004,historical,IceOn,GOTM,20.1212121212121,16,13.2470694300607,12,24,6.2,52.4
2004,historical,IceOn,MyLake,NA,NA,NA,14,25,9.8,48.4
2004,historical,IceOn,Simstrat,NA,NA,NA,34.5,53.5,31.7,65.9
2004,historical,MaxIceDur,Ensemble_Mean,74.5151515151515,86,32.326576926077,49,96,17.8,116.8
2004,historical,MaxIceDur,FLake,6.63636363636364,0,13.3271766088559,0,0,0,38.2
2004,historical,MaxIceDur,GLM,34.9393939393939,33,20.6820263059791,19,52,4.2,63.4
2004,historical,MaxIceDur,GOTM,24.8484848484848,21,13.4515826488029,13,36,9.6,49.4
