par_id,rmse,nse,r,bias,mae,nmae
p0001,2.42131972152883,0.770619823711162,0.892218901512993,-0.263405188523265,1.56865267931351,0.226289205948395
p0002,3.00227648827746,0.647342622314091,0.854652544210303,1.45669201506624,2.2933984311437,0.384564461963141
p0003,4.63171878417031,0.160663769844684,0.805978915179607,3.49508401649369,3.72806433668716,0.684233583115911
p0004,4.52629500610105,0.198437639083416,0.916466022404605,4.04902394793012,4.1183607583742,0.773895364670397
p0005,4.11787599677132,0.336565377381389,0.889753170703315,3.40889928039142,3.50040720615899,0.651342879758098
p0006,5.00987826486928,0.018012522510309,0.782843537629656,3.81278161986229,4.01630321896872,0.730157373629211
p0007,5.96187851320742,-0.390650023853214,0.808346870893154,5.06126182373763,5.07218323094906,0.909595084640482
p0008,5.02649444488097,0.0114878371608201,0.782497754087418,3.8223735213287,4.01728265442442,0.727450738371409
p0009,4.65882626539749,0.150810464015998,0.919295918482876,4.20858193801102,4.27429433541076,0.793187867058106
p0010,6.90270591665923,-0.864190736774908,0.795982546332096,6.09721049846211,6.09836546479705,1.10489486550046
p0011,2.69483136723149,0.715871504899061,0.927114903828371,1.87968233638923,2.24967777275631,0.428410524516788
p0012,3.07236290295987,0.63068527084516,0.913057972660839,2.25669924427276,2.5672248354839,0.485923867912523
p0013,2.08820765349658,0.829392165801342,0.928306780074798,0.757520749310606,1.65034364797879,0.293046311621379
p0014,4.59868228030524,0.172594478938009,0.897156378759215,4.01762708051389,4.07233127451023,0.757479695550919
p0015,3.87034631723378,0.413927615567007,0.856851860791853,2.85575775771892,3.11538869988847,0.570837159309043
p0016,4.5973265338701,0.173082265075115,0.858387946447661,3.78211261739739,3.86250956944304,0.713977870631514
p0017,2.87776912959416,0.675986203754537,0.878871373831603,0.876542935348897,2.04700128252312,0.310244546062931
p0018,5.86064273252939,-0.343823087733377,0.781306311299765,4.83800633798117,4.89047737131474,0.893497894448902
p0019,2.69447568464964,0.71594650245822,0.929870777145276,1.93188983197012,2.25898197177682,0.428150161908944
p0020,3.91171034027264,0.40133346841969,0.800558880605629,2.46249175688006,3.08889412412626,0.549166588278757
p0021,5.82893761417364,-0.329322690404691,0.854923431568085,5.18209755438229,5.19231224544842,0.9527901217204
p0022,3.57180774085317,0.500853820014356,0.880491730234948,2.64794824054578,2.91961973044732,0.541962965579816
p0023,3.07493968251636,0.630065525233283,0.855544682487256,0.336817055380177,2.10893812555264,0.295937959854113
p0024,4.62357486933825,0.163612771588614,0.869247353015494,3.88728850555704,3.96485802144205,0.745148685588589
p0025,5.84136355098909,-0.334996343890612,0.793254221905774,4.90899954381978,4.96180256446154,0.921130640201314
p0026,4.33673273492824,0.264170966306639,0.914202144747457,3.81499893126751,3.87660296562802,0.70899928906803
p0027,3.51740227194039,0.515943916041572,0.867239006252019,2.453663383368,2.85714405865088,0.528409684367807
p0028,5.32759499097695,-0.110488351394141,0.808078951025856,4.35622351517588,4.42927626515384,0.811422604968336
p0029,5.10358839980102,-0.0190673484406227,0.783727280726285,3.98187519590782,4.20336159291431,0.782406308926841
p0030,4.59712239615727,0.173155699644573,0.772961311685132,3.19148472592012,3.5769503686866,0.634805708767118
p0031,4.48805638271033,0.21192379995342,0.806845161729753,3.33784381020149,3.66974204448868,0.682652976284072
p0032,2.76083003453366,0.701783996821481,0.912131195466384,1.76869702553772,2.28468726922813,0.426877268137742
p0033,3.48674692022057,0.524344573858551,0.927822022697964,2.91833614375834,3.07642715218771,0.563639645741375
p0034,3.75935419874069,0.447059888895826,0.872250906637691,2.83187457246152,3.08077401726246,0.574237409262015
p0035,4.66300661488889,0.149285830340736,0.824854024556253,3.64461119579809,3.78648778540606,0.693115840978522
p0036,3.0193873791818,0.643311363002776,0.915318443057351,2.22681237534829,2.51888063638581,0.463067365311125
p0037,2.07600370140577,0.831380479302928,0.924823335224546,0.778722419104892,1.56130571422162,0.271481658447309
p0038,3.40788772458378,0.545616910819976,0.912514525555086,2.70853032834227,2.87906842682861,0.534523417571056
p0039,2.29919586014017,0.7931747580236,0.914652328746644,0.990942500354598,1.78230153231735,0.30331622818246
p0040,6.83101094152439,-0.825666999584229,0.79961490953458,6.03119675509745,6.03235991772471,1.09186306668187
p0041,3.45065050214419,0.534142006496665,0.907600527190905,2.72005020378446,2.90143435202691,0.540843005685242
p0042,2.88415920142574,0.674545664173511,0.875016378070422,-1.48962721531151,1.94698249128125,0.258865362578611
p0043,5.10127117329292,-0.0181421665479238,0.810182613319359,4.11755009922694,4.23865457047448,0.787288607045574
p0044,3.7336036046483,0.454608936142372,0.81466458207338,2.30714892641497,2.94335163110415,0.521556651833885
p0045,6.13346810726848,-0.471850928725956,0.82486657002311,5.36700487837916,5.37231191523247,0.975000372380817
p0046,2.61613238162233,0.7322243783191,0.910978205525117,1.53480394330941,2.12040134815508,0.384536360778689
p0047,3.93675573219711,0.393642797634807,0.802125626726792,2.50479424677448,3.08266479920822,0.545078767222865
p0048,2.90335051875599,0.670200080431028,0.864366973909585,-0.769294029483353,1.95090344873614,0.263045239240149
p0049,5.83288543214137,-0.331123945283147,0.855629883197499,5.18983405314276,5.19999559033599,0.954304560560772
p0050,5.38450748415106,-0.134340852975778,0.84779269873552,4.63864574779688,4.66477133426051,0.854164556564177
p0051,5.37543859758685,-0.130523031046076,0.828744599835716,4.54846014961834,4.60146223120877,0.858964430517492
p0052,3.51769203811154,0.51586415896819,0.908245088034607,2.80279916239946,2.99811128842425,0.571032251763842
p0053,3.52967743905761,0.512559465274937,0.885397941489869,2.62489612719134,2.92654785230665,0.553914298340423
p0054,4.14656916768898,0.327287602056715,0.809960157527692,2.85514579072125,3.23805870403238,0.576747274653199
p0055,4.06469367547211,0.353591219617448,0.793019217313671,2.62078112729232,3.1843543478515,0.563903931717347
p0056,3.00951402882857,0.645640281731427,0.927395616729955,2.33443338560404,2.57054574894951,0.484795074171652
p0057,3.62083931963308,0.487055817138794,0.897658599777555,2.85084881014386,3.04891479650694,0.576670971149802
p0058,4.33614644903111,0.264369907329971,0.79620627525273,3.03936033222031,3.45004447983285,0.624343691751768
p0059,4.40401500657715,0.241161802483898,0.840367364608084,3.44078927712718,3.62940836632161,0.678448694666882
p0060,3.2482219024072,0.587196867389724,0.919784892215395,2.54161503486025,2.79422042378965,0.519741582290614
p0061,5.18154360525185,-0.0504367760269653,0.802682401694516,4.18134887297117,4.31685250156803,0.806047128206132
p0062,2.43565115983652,0.767896452251862,0.911112154078827,1.21839123100227,1.91880176616024,0.334404753376575
p0063,5.33766210258806,-0.114689110871713,0.806682574717379,4.3767516609816,4.46268351352794,0.825526619487055
p0064,3.53059497606009,0.512306012734127,0.821460255920394,-0.879231620850564,2.4327031060426,0.307889904418543
p0065,6.07150423012118,-0.442262153607439,0.78058907801219,5.11266002297082,5.15986575313037,0.95559680106757
p0066,4.96745532910437,0.0345727697372354,0.804051120160424,3.89741343380894,4.0413742771467,0.740661799186743
p0067,3.29721103512099,0.574651316628997,0.835797238576077,-1.51809625092586,2.24091241477626,0.287630284754499
p0068,5.33848713885757,-0.115033729921526,0.784121132727244,4.26476025619329,4.41892263100441,0.820133966320682
p0069,3.87765972731097,0.411710637073206,0.916804474351264,3.2779833058793,3.45549877529036,0.64195737034811
p0070,4.37149680101018,0.252326594328916,0.825283351169872,3.29893691324894,3.55851341022763,0.660726916724851
p0071,4.49132984422523,0.210773779683942,0.873576351894056,3.75628163464082,3.84468892370412,0.724376801881678
p0072,2.40782846485248,0.773168851327973,0.924400017307211,1.43771379077596,1.94435178823679,0.353883820787915
p0073,4.91497766612235,0.0548631398045423,0.901162937594032,4.39248983528629,4.42959228629163,0.813931032478625
p0074,1.92140672905065,0.855559089249865,0.932743909840103,0.424897627924812,1.45592696597572,0.250500583698751
p0075,4.33901868268695,0.263395031909598,0.83084227970969,3.29972253970941,3.56991480555787,0.669372322607788
p0076,2.06311070999248,0.833468393887882,0.932761622483528,0.914413735640604,1.61514959952711,0.292864092131202
p0077,2.96922157937874,0.655065352540313,0.916157827240002,2.15056644907996,2.47001991981782,0.465002227552047
p0078,5.03284640635169,0.00898790063092114,0.826238634359984,4.12973381821374,4.2302783421337,0.790455377738454
p0079,4.72493140950995,0.126540806716352,0.767317286406447,3.39311439430938,3.82059010434816,0.700813222144761
p0080,2.21245015904039,0.808486851890495,0.903401154517725,-0.274908077991342,1.44469734784778,0.213309927907079
p0081,5.42428808692924,-0.151163729836585,0.795111126694518,4.42825623463062,4.535445510388,0.843633862465725
p0082,2.87766025079129,0.676010721056164,0.908901347148611,1.81088805556075,2.29796655196475,0.39537990472436
p0083,3.49756201147195,0.521389248961319,0.826833287180026,2.02588724489746,2.67538524650154,0.461089224483575
p0084,3.26561553934648,0.582764059395371,0.841271048443779,-1.65719743157148,2.21047530065021,0.284018128416234
p0085,2.23614682829982,0.804362440534986,0.908835406591425,0.657370690603278,1.64683520385556,0.279741533288365
p0086,6.06715053992779,-0.44019449094635,0.818164473819419,5.28254218151129,5.29759687223386,0.976793937220185
