722816	7.0747828	0.67230881	-2.6206992	87.752005	783.05306	4.0158262	0.40953844
722817	7.0747828	0.50827733	0.39529427	85.119149	781.43798	5.121885	0.40953844
722818	7.2780133	0.39445966	1.1445402	81.910838	781.35454	5.2161204	0.29449691
722819	7.4227334	0.49177193	0.12386213	80.010008	775.53748	4.9046179	8.3120486
722820	7.6765521	0.6521624	-6.6879189	75.397149	782.32588	3.3473808	1.1615903
722821	6.6996463	0.60230464	-6.6980251	78.235817	778.39032	4.2497553	2.2482047
722822	6.7421424	0.50703849	-10.07047	74.460343	779.97704	3.6100018	1.0722992
722823	8.1934092	0.86607526	-12.340802	83.494124	784.9537	0.33279388	0.41970596
722824	8.0751443	0.90227679	-11.568022	87.495701	787.55943	1.7972978	0.10526023
722825	4.3257024	0.86754945	-9.3617557	89.904487	786.10262	1.111228	1.3669893
722826	8.7866094	0.10230258	-7.4595218	80.470887	785.16436	2.1813508	0.00016791933
722827	8.6894438	0.50361721	-7.7992022	78.833349	785.20265	3.7208566	0.0054657741
722828	8.9537568	0.17350574	-6.7981124	81.452842	785.33289	3.7074292	8.3959663e-05
722829	9.1077633	0.0051850722	-6.0854739	77.781505	785.99631	3.9299576	0
722830	9.214683	0.18599344	-5.6544053	76.410775	787.89505	3.6635187	0
722831	8.2734539	0.77571768	-4.2106438	82.824381	789.34255	0.48249178	0.89051817
722832	4.7681245	0.85779259	-3.5997812	94.552633	793.28556	0.58406787	0.67229021
722833	7.2696808	0.5678976	-1.9632015	90.806756	794.38267	0.88111087	0.11055808
722834	6.5895364	0.86113416	-1.37998	91.150693	789.10113	1.8123649	0.99121939
722835	8.3133399	0.8195443	-2.0010589	90.215493	785.70379	2.9707393	0.21745553
722836	8.0037774	0.83342919	-2.3756819	87.363771	782.54238	1.3305041	7.4186339
722837	6.1204855	0.89369178	-6.0244562	90.643701	784.43398	2.3085027	2.9292015
722838	7.6045517	0.89657831	-9.6934556	92.003801	784.89516	1.3899701	0.84704385
722839	9.4934323	0.66499222	-8.8801811	87.367494	781.3492	2.873578	2.054325
722840	10.435163	0.14100517	-7.8381193	81.835346	789.42777	2.0314904	0.49886313
722841	10.220086	0.12569932	-8.4967066	79.090434	793.24907	2.2494045	0.0017631529
722842	10.175731	0.77675456	-9.0041551	73.513118	790.07358	3.3945234	0
722843	8.4335853	0.71194724	-4.814216	78.59752	788.1563	2.2619887	0.19208292
722844	10.690541	0.0631667	-5.8125325	82.078273	788.2324	3.105407	0
722845	10.700547	0.66675568	-4.2829752	78.380787	785.94008	3.5414053	0.065060343
722846	9.3083989	0.4028318	-1.2372794	81.929784	785.43421	3.6715831	0.011258991
722847	8.3649889	0.91580097	-1.8140768	87.34184	784.12425	4.0189919	0.19925307
722848	4.8459769	0.91884633	-1.7461649	90.6856	779.29093	1.8227705	12.271318
722849	10.053316	0.63799882	-6.2563691	86.995926	782.35187	1.3594291	0.18965648
722850	10.961553	0.46321746	-6.3452481	82.424022	784.65457	2.4704905	0.052819024
722851	11.755887	0.32226153	-5.5486847	79.020306	785.20091	3.6848505	0.0011754353
722852	9.1550487	0.63061796	-2.9286602	77.966555	782.57663	3.7982793	0.035414186
722853	11.243445	0.44591727	-2.5691997	83.226925	780.80919	3.8918277	0.13302569
722854	10.375592	0.85580084	-1.6902915	84.379152	778.43645	2.9265435	0.054237942
722855	8.6289051	0.670594	-1.5277086	89.267422	780.79821	2.0538156	0.55540157
722856	10.879789	0.7332374	-0.43113178	81.897108	779.93385	2.7128688	0.43924337
722857	10.360543	0.71119594	-0.26334014	83.319022	778.75465	3.5367659	0.28680621
722858	9.2420368	0.40909445	0.042411898	81.683926	785.06537	3.135346	0.21292171
722859	11.773515	0.51877456	0.24690378	79.027692	788.35115	3.7655534	0
722860	12.165897	0.63617353	2.3572016	73.432739	785.16453	3.7855813	0
722861	9.2792	0.85934544	2.2070282	83.430806	781.85392	3.4387778	6.4503438
722862	9.6832587	0.61326909	-0.50669878	89.991568	785.66668	1.7728735	3.207066
722863	11.940878	0.31442637	-2.5097935	79.724098	789.23363	2.3590916	1.4711244
722864	13.772267	0.18849956	-7.3228663	73.822631	789.23856	0.19208997	0.014802089
722865	11.416244	0.83165571	-7.1882296	81.965877	782.45748	0.66353989	1.0301263
722866	6.2603419	0.98970305	-7.0219866	92.405161	780.51483	1.4061085	5.5252259
722867	8.8328568	0.88677753	-8.0838646	93.038472	783.76858	1.4614924	1.2510578
722868	9.6335215	0.9321759	-8.3410006	92.467236	783.83212	1.0085406	1.3990115
722869	10.098773	0.79358176	-8.0908012	90.142508	784.8286	0.44192798	0.48252458
722870	12.925895	0.6688313	-4.4381482	85.38018	783.93268	1.4359664	1.6290442
722871	8.3438115	0.90604751	-5.8390762	92.499082	782.41936	1.2240538	6.5786846
722872	12.983772	0.54384702	-8.5524542	83.205752	784.26556	0.71228195	1.6566417
722873	15.34613	0.78113108	-9.9280963	75.695429	785.77374	0.20673602	0.065236658
722874	9.0241563	0.90022348	-9.5143377	91.092494	787.34778	1.7870706	2.9325935
722875	15.52239	0.17853804	-8.5049198	79.402716	790.27607	0.9410615	0.003736205
722876	16.332504	0.050539881	-8.0318824	74.273873	790.44285	0.35444566	0
722877	14.947134	0.39985773	-9.3696199	87.73903	791.31019	0.74827493	0.13435225
722878	15.453523	0.24244134	-8.6145662	82.425964	791.30297	0.32796834	0.0095210258
722879	16.359804	0.026474906	-7.6658846	70.041418	790.20841	0.81431452	0
722880	17.023253	0.11983685	-6.8087956	67.895731	789.90348	1.6731064	0
722881	12.569727	0.75347909	-5.1211787	78.15601	784.22937	1.4320481	0.97832318
722882	12.977537	0.7890857	-4.0426965	92.609428	781.21657	0.81468835	2.9903409
722883	12.493111	0.91485552	-4.1696545	93.983693	782.58544	1.3530151	0.96215255
722884	11.588862	0.96370457	-3.6421996	90.755127	783.09125	0.61595332	1.2241151
722885	15.283248	0.52000649	-2.6590629	81.019027	784.57576	2.3156928	0.98159761
722886	16.943739	0.36230782	-2.7904813	76.172332	786.59991	2.8999997	0.030695653
722887	14.881731	0.75903695	-0.42493253	74.939974	784.91179	2.3358677	1.1863249
722888	13.250676	0.89514362	-0.20100491	88.74227	784.26806	0.42885802	2.5908441
722889	17.261878	0.30485849	0.53926997	71.57059	786.62404	2.6044655	0.0022165351
722890	17.907077	0.0034441681	1.2958094	65.991861	788.62885	3.263749	0
722891	18.255031	0.057115703	1.76577	64.971151	787.24244	2.9464125	0
722892	16.497041	0.85424163	2.6973506	71.507413	784.80766	2.8436149	0.48680652
722893	13.446912	0.57693233	1.9156321	84.864091	786.07219	1.340922	1.9896593
722894	16.909749	0.33675621	1.899388	76.212249	788.09914	1.7610157	0.10417715
722895	13.950758	0.64813338	2.8350516	78.812228	787.8315	1.7322818	1.4889407
722896	17.93501	0.632667	2.9016554	70.635763	786.63023	1.2195832	0.11262349
