par_id,rmse,nse,r,bias,mae,nmae
p001,3.64185840777105,0.484802834485979,0.919809689373236,2.59178915336694,2.93313522289269,0.462187263354371
p002,4.47180335836126,0.223229458440712,0.898448619470118,3.43118630962179,3.73071944666497,0.626602138262844
p003,2.54037804223921,0.749317479958835,0.949886516760433,1.93866500327287,2.09175407763037,0.363970968576348
p004,2.7213742174061,0.712323833223977,0.9053508057258,0.726942991308183,1.98485213642266,0.285660974096183
p005,3.45707040711795,0.535758671428209,0.942191420980851,2.97690750113654,3.0768399267288,0.546223585400161
p006,2.83635252295198,0.687501623238387,0.922732738084156,1.87134116274302,2.25699310455907,0.390536936038064
p007,3.0811963305474,0.631221073870003,0.91590647355127,1.92769037625692,2.39850841255692,0.388145142043725
p008,1.95934499973475,0.850875439335497,0.937320227821034,0.697302846064255,1.44812790318846,0.257216964553854
p009,1.93139244568061,0.855099992423905,0.948010175416815,1.05860080762314,1.49822099165499,0.283084893953736
p010,3.81910975549728,0.433432536589956,0.931499318708281,3.18027570794579,3.31298872255309,0.561492050528046
p011,5.74469218899256,-0.281919866649036,0.906306691681805,5.24310604184335,5.28609766466471,0.952258986012579
p012,2.48879025751038,0.759395388197044,0.886683902877807,-0.393570933973102,1.66394636036533,0.255413486210537
p013,2.85231287394246,0.683974828543224,0.866246769839106,-0.675874748134776,1.90734496512217,0.259668281266119
p014,1.87348408866812,0.863658719218489,0.947927116880738,0.947230256016124,1.43171567665082,0.26622461826841
p015,5.04521737284198,0.0112485886484986,0.921054285476267,4.45397202425272,4.53444524135294,0.782890734102856
p016,2.16271921054883,0.818311421446217,0.911849471316754,-0.481864929914865,1.40112913068205,0.20627993147874
p017,5.05922603486809,0.00575018771237823,0.911251481774621,4.43474831579305,4.53024441809439,0.796953702581394
p018,2.37844752614309,0.780257277910974,0.933338455793019,1.5239797686613,1.90686112365233,0.34450881552494
p019,2.38791235572709,0.778504903185761,0.920292218310334,1.10302568059463,1.7785549009895,0.304942768755687
p020,2.72196594953233,0.712198715747861,0.925001233411468,1.90123288328291,2.22118575507379,0.411625752548531
p021,3.91916731936648,0.403356434379417,0.793583330634793,-0.131829865649264,2.75006029528619,0.362797886479143
p022,4.07757142751738,0.354151721731145,0.928089809824478,3.57290556816306,3.67341675707792,0.662005534005512
p023,3.85270178867906,0.423421902944961,0.887692617639115,2.26469847178361,2.95201174178129,0.457914205047246
p024,3.78798890010821,0.442628514629867,0.811254070609824,0.194271719056524,2.48570872975707,0.320149246843693
p025,4.55072008766865,0.195571224330192,0.932282042521228,4.0562107465645,4.12017291107306,0.710637787701871
p026,1.94832924935114,0.852547529878525,0.93203050886246,0.473463409386454,1.402383207275,0.242240276459714
p027,1.85585788504677,0.86621211621634,0.940940930951401,0.676219281280039,1.37019643938304,0.245662238776229
p028,3.81216653085184,0.435490727925194,0.828244901744047,0.859858200792305,2.52740134786,0.34875100768666
p029,3.19160106358738,0.604319585808378,0.843410183781012,-0.294970069516622,2.09088099165736,0.270410639560441
p030,4.89654364612279,0.0686635264210308,0.909996031081363,4.19938894208896,4.32090282754702,0.752818225102117
p031,3.39122376686561,0.553275011950776,0.914389861531956,2.38060541180994,2.71549800428974,0.450684843523015
p032,3.78847582207931,0.442485212274663,0.936362645095402,3.24747284619706,3.35954995431602,0.586068876282981
p033,2.82520686052559,0.689952769933937,0.88791012541112,0.40061469646829,2.01141976822372,0.28681558498861
p034,2.62972592562327,0.731373825531828,0.925525296361528,1.53510412593994,2.07129855775917,0.347846526877513
p035,2.0050427102639,0.843838271406298,0.940105988178791,0.879792434996397,1.50164233274878,0.264415861154422
p036,2.59832449830927,0.737750826866395,0.899005757881076,0.35916094066919,1.83679882478588,0.271812347953977
p037,4.31357286663863,0.277227485670303,0.93165546568705,3.81034484717337,3.89142933941048,0.677054769930518
p038,2.69525409998344,0.717819640721052,0.916674805727858,1.52695283567323,2.01942748405974,0.338470307778036
p039,2.09984178891159,0.828722427117102,0.944214256233582,1.26388019105919,1.64829858422815,0.305252223431373
p040,2.01205251220575,0.84274445300492,0.937653131141262,0.967279511634795,1.53694855457451,0.278674126905121
p041,2.08586789191538,0.830994456751318,0.945324690895793,1.26420988570924,1.66069137243025,0.312730779447682
p042,1.97508379927058,0.848470076228656,0.932501886473458,0.735000247842961,1.48288833428213,0.259797416414932
p043,3.05210427845188,0.638152074831289,0.927449889866014,2.35107788007565,2.55694671918984,0.458407314659578
p044,3.54300641290216,0.512391544280341,0.910285335335911,2.50787801235623,2.84630347206511,0.473508732844749
p045,3.87116992100026,0.417880938280245,0.913411428147458,3.0107343528824,3.27722277771215,0.564931381713325
p046,2.6002928466192,0.737353345151844,0.924022745139166,1.62586534254366,2.03988946482907,0.363826122316024
p047,2.78186329703896,0.699393116878877,0.917245182926473,1.60596299873525,2.18832805030904,0.368285285927244
p048,1.86876784500932,0.864344296799158,0.934534148526868,0.395559973032633,1.36677147865651,0.247653228047231
p049,4.89423634360897,0.0695410305773474,0.908642075490026,4.25138233622861,4.34879274190248,0.769201001850396
p050,2.93534238020035,0.665308347186358,0.920573456396906,1.54929699473812,2.26090002584839,0.33767895251217
p051,2.81093078075034,0.693078258454026,0.941735391531176,2.21282476438432,2.3927524893506,0.432651922954768
p052,3.65740479267778,0.480394893298628,0.834240822797374,0.673229490963888,2.47626094875105,0.344062887728834
p053,3.43428663789586,0.541857657982164,0.92107032969149,2.57834147757439,2.84401660403887,0.484991404192915
p054,3.0284410825149,0.643741192897048,0.920887064063864,2.10421340246762,2.42933868865701,0.417439426772412
p055,1.95859976336948,0.850988856738624,0.925467917056126,0.315089261984303,1.38368798657422,0.236023402326193
p056,2.40423391946247,0.775466683435354,0.902908619664131,0.35275672952783,1.64881620769161,0.247124684011598
p057,4.10142462949666,0.346573382604508,0.924731910919282,3.49392134226106,3.62627389073834,0.642183196656755
p058,2.34371503395545,0.786628228423396,0.925325607287262,0.974638224175077,1.78156478508003,0.290803566200241
p059,4.19087469104299,0.317760748428412,0.92298592587545,3.2234879181276,3.45065974806433,0.538968902891506
p060,2.46390203345487,0.764183481508782,0.941535210620234,1.76752224619025,2.03238375347143,0.376864243061043
p061,1.88320694340469,0.862239901423694,0.929917800848278,-0.103310673458436,1.24949518987921,0.202949304831251
p062,4.53204123108734,0.202161377985197,0.928421913214399,4.01463896553303,4.09664509656832,0.711673929565651
p063,3.27252136191327,0.58400095685277,0.887408593644977,1.03805465334757,2.41038211742473,0.333254973857375
p064,3.04026645069178,0.640953542991952,0.927389712767308,2.03966293484595,2.4154848073177,0.388681778665546
p065,3.79423593738288,0.440788598159129,0.774759680561158,-1.12863526965655,2.58793591715728,0.318443214890192
p066,4.45615312739158,0.228656962633196,0.930652117631504,3.98296545790851,4.05347239077409,0.713793357260695
p067,4.56276142801356,0.191308507337724,0.923329428520189,4.02694657423813,4.11230493644251,0.730219080379395
p068,3.12219802089205,0.62134103841584,0.894336419776248,1.42764800414241,2.27961243181201,0.349411712642116
p069,3.73693765756134,0.45755082037068,0.891771508804583,2.31171898824104,2.88345289486762,0.460067290077693
p070,2.02062581886202,0.841401473790112,0.942806607416622,1.0819623350977,1.58828574863068,0.303953860310778
p071,2.77355968008616,0.701185008707417,0.873623190330593,-0.628579315262949,1.87261974044446,0.260326599736483
p072,2.11576190510669,0.82611547315982,0.945307102007841,1.30568891450711,1.6937858037829,0.324638176309335
p073,3.66237626340066,0.478981346053563,0.887534525966882,2.04894577873628,2.76529245123149,0.428754055393605
p074,2.09745063005632,0.82911228382171,0.930029120048332,0.884200352261297,1.56438707832583,0.274155207513808
p075,3.05982464915125,0.63631915360512,0.914187757208329,1.81358254118114,2.37757499372886,0.38076787494442
p076,3.51578810585172,0.519854639800877,0.824010821118655,0.0451897534836107,2.32363922491642,0.311070583428437
p077,2.00579164482934,0.843721588845308,0.938563085035883,0.812093876394004,1.50140419052052,0.260165621757735
p078,3.08898844132342,0.629353487743928,0.865559808763002,0.715865097550901,2.16080048150985,0.332712048413984
p079,1.79009214157463,0.875526149749252,0.936432018919335,0.133048214170465,1.2301568019519,0.21298145412605
p080,3.37779420766595,0.556806150651554,0.933190483088289,2.79310049087258,2.93778296895754,0.517510049211654
p081,2.28432964886016,0.797304127799762,0.905094497714268,0.000962425706951632,1.53079905925296,0.229097989976896
p082,4.18589747376014,0.319380284611625,0.934137692093623,3.69172254574476,3.77541610394094,0.662183999797899
p083,2.58572057911152,0.740288885968022,0.933079471910816,1.77078631789127,2.0774861867394,0.362913037488115
p084,2.67261313197315,0.722540533186374,0.929259865113094,1.59894599040454,2.0677763982279,0.330340598883894
p085,2.23301541277516,0.806308397301355,0.912478764886062,0.287667824077172,1.62375008209469,0.266994952555845
p086,3.86002529827194,0.421227812276502,0.803038687625292,0.00160688257072819,2.55710565204962,0.320333715915281
p087,2.82200564974359,0.690654994071386,0.929376369930941,2.04160537986096,2.30532171321368,0.407707906452977
p088,2.81594633938677,0.691981997124815,0.875924072462182,-0.0112959952714818,1.92635145603809,0.271132139401949
p089,2.03511493613622,0.839118823054907,0.933966517573881,0.896571252928792,1.53738154503542,0.278096713132007
p090,2.80577713353935,0.694202666325251,0.944847197283997,2.20058945596127,2.38042534511944,0.416151654201524
p091,3.24142874312339,0.591868317901887,0.913668802330836,2.2751552130922,2.61919012835435,0.453417942672953
p092,3.64886942218223,0.482817292399167,0.895450588367329,2.50127347874542,2.89852815029039,0.496204499409091
p093,3.87625449534687,0.416350769625355,0.913357623832408,2.97094578527339,3.25561677207761,0.552025996944829
p094,3.24056752015811,0.59208516405888,0.909496483684557,2.19087417077404,2.55617865829539,0.436975386930736
p095,1.70389711198513,0.88722467560739,0.941999080333833,0.056549295190743,1.15074272744609,0.194528341380781
p096,2.16726838564362,0.817546271315993,0.923579001506215,0.584251648949527,1.5910150071443,0.25992999386289
p097,2.77464887524192,0.70095026939389,0.906338376548274,1.10074956312765,2.02815392025654,0.304909215176954
p098,2.9829985821226,0.654352479961922,0.935092751452163,2.24344753513139,2.48519317090298,0.428818254948684
p099,4.56834291514784,0.189328801859033,0.932118249600648,4.06167068192969,4.13043818892814,0.70787850333237
p100,2.05663733485905,0.835698025631967,0.943573527587334,1.18435429999057,1.61378369438776,0.308286514294505
p101,1.93304780127508,0.854851504522208,0.938066122007832,0.792600513848487,1.45124591325931,0.267842216671799
p102,5.44174824026582,-0.150281784145123,0.931208826660865,5.06021882664936,5.08737476612542,0.895889884360893
p103,3.55351328201826,0.509495227329074,0.929382541196836,2.94643808005158,3.09412533507188,0.554261771825731
p104,1.77300428996783,0.877891210993798,0.937355998880735,-0.124441170029364,1.18063715930303,0.190175533707596
p105,3.96735531427666,0.388594211390704,0.92513665281602,3.23182102704528,3.38177945794314,0.567736606298562
p106,2.12976374716886,0.823806366492403,0.926693070555697,0.879711567751868,1.58705574655438,0.278912795118467
p107,2.01796000147744,0.84181967671246,0.921179374464482,-0.380521099573309,1.31729675076708,0.201395973935461
p108,4.36558040286304,0.259693889915462,0.888862333982088,2.95513508497255,3.4304802480924,0.542052892568929
p109,1.9343972505671,0.854648779165531,0.935252303468955,0.636284431132042,1.42332985207852,0.25718432258637
p110,2.48773252297858,0.759599858401279,0.907500418492217,0.555844595665827,1.80346911105614,0.276727701486839
p111,3.70718710452027,0.466153545325986,0.791377791514444,-0.68093815362265,2.46474467753227,0.304450321416683
p112,4.96974064125347,0.0406108547147189,0.907757664784109,4.21717885957012,4.33991324941413,0.74897008776185
p113,5.8948594683948,-0.349815042288564,0.922129706460631,5.41998668408916,5.45136732437491,0.947160644735443
p114,4.78786417233404,0.109547015096671,0.928185998303391,4.27525303693875,4.34244488178501,0.754973411206464
p115,4.3614153805262,0.261105807842119,0.909908400197723,3.25595202607165,3.57161870314021,0.56614012560932
p116,2.55080281024598,0.74725584260238,0.931127274377005,1.74090624557544,2.07006930713983,0.37768289061447
p117,3.51990340746255,0.518729942091293,0.932081706121353,2.86402067468198,3.01949886853574,0.514182516759676
p118,2.87161613606132,0.679682901823377,0.869156789281661,0.194897503632247,1.96305417639972,0.292389703853716
p119,3.77306806694038,0.447010823017156,0.919056255713928,2.86652921883064,3.09802375795914,0.506291969765821
p120,2.54865488891944,0.747681313358483,0.891852237060719,0.0369305231607055,1.71770920851205,0.257768563677789
p121,1.98477975443516,0.846978662379763,0.927008277143257,0.145899741087594,1.35366212609487,0.218957870428092
