wind_speed,turb_param.k_min,g2.constant_value,g1.constant_value,A.constant_value,qual
1,4e-06,3.4,0.6,0.9,656.331075965823
0.876522184540475,3.66655415554089e-06,3.37953033945072,0.465453377933723,1.05650271084569,656.331075965823
0.888797659558478,3.23054103690823e-06,3.00163552777422,0.511753719087535,1.06494903716895,656.331075965823
0.908290607389123,3.70550469118799e-06,3.06243218449197,0.518683917289252,1.01778875260669,656.331075965823
1.1450092141929,3.57375260283888e-06,3.00236222013832,0.426491207027874,1.02507193845154,656.331075965823
1.10824732018284,3.53639758201993e-06,3.49263748635872,0.435362630905256,1.04494528404434,656.331075965823
1.03623928741722,2.80538006878177e-06,3.01878055762094,0.54174888854531,1.08954875539186,656.331075965823
1.12653638612182,2.33636036956779e-06,3.16295819897128,0.635490568155688,1.06768370376523,656.331075965823
1.15092079322829,2.4001857548275e-06,3.09640928200955,0.603776253700258,1.06193718280053,656.331075965823
1.02331912072802,2.26757869857807e-06,2.74237938386198,0.641504829514044,0.987101922026547,863.71472832803
1.15557435539047,2.21004703548925e-06,2.6702801707799,0.624500228834032,0.950306877258147,871.783571335792
1.04832829334523,2.41954511894235e-06,2.75964995382003,0.591674402747983,0.958655076220381,822.012982351555
1.12337442127259,2.5373098565649e-06,3.45368718375146,0.565304694381541,0.998280295426414,855.849101280195
1.15575232473314,2.27698742544724e-06,3.18453955191522,0.675256624272883,1.07979877226147,855.849101280195
1.16543429505911,2.37903767028054e-06,2.99051474751793,0.585682453278376,1.03035567902546,855.849101280195
1.08243607386211,2.34463408414128e-06,3.01306370697688,0.595469542450862,0.885378059863839,764.822298640202
1.11475985865897,3.04846093133088e-06,3.2626754157174,0.602715395844383,0.989403399429398,754.753685938165
1.06225776485206,3.26973091674636e-06,3.04154397898603,0.608225583319867,0.9922158225788,731.000717218383
1.0825847290448,2.37367062189079e-06,2.53279454465739,0.634290191347433,1.02267032605923,731.000717218383
1.15467013352352,1.98569760489412e-06,2.86667925947135,0.546748208733406,1.04574909601461,731.000717218383
1.15361889773946,2.8147970672317e-06,2.64493568957711,0.603819589786315,1.01905287979702,731.000717218383
1.16457553757465,2.42091123417212e-06,3.08517015059594,0.612273863643502,1.09135115154153,731.000717218383
1.13898020507842,2.52634953159566e-06,3.04813754055134,0.558686516558061,1.01270813709765,731.000717218383
1.10429989153514,3.03400825231917e-06,2.752059865334,0.603031321441922,0.988892288213022,755.544575177343
1.11083042256727,2.28512297554915e-06,2.77961021164268,0.531108173914213,1.06795564274073,755.544575177343
1.18306083785497,2.65471417106306e-06,3.30275879829803,0.641110007158475,1.02406869758275,755.544575177343
1.01339697966566,2.21387259965288e-06,3.35222143875503,0.483416089122824,0.979846501340582,922.776117214879
1.1234970090498,2.17406316334317e-06,3.17346845498997,0.526415100692392,0.950144698116694,900.182364077987
1.18735217319276,2.39860102068961e-06,2.82104864055289,0.593312415905738,0.896966927691701,789.506730671394
1.11616437002533,2.63235201388261e-06,2.41392214610941,0.653825716758697,0.944081524656206,768.2843867334
0.911014762119939,2.79608549556698e-06,3.17205116094662,0.636773405799936,0.990884632326427,747.514152025324
1.14169362135163,3.19346002151217e-06,2.93357042947119,0.616597504481624,1.06273632621584,747.514152025324
1.13493527723306,3.4733539513689e-06,3.22732151046288,0.663649621170715,1.07452658180168,747.514152025324
1.17468814943635,2.43534795602601e-06,2.75006655241645,0.626072325831266,1.07745479213167,747.514152025324
0.966919223838581,2.55368819603875e-06,2.45376723939955,0.520435079877711,1.00677445075974,747.514152025324
1.04225078269125,2.58965514627725e-06,3.00452318567064,0.66902296574125,1.04572521593075,747.514152025324
1.17302046555002,2.28003265681467e-06,2.74711505333837,0.631476198474366,0.966151438801983,869.284250422691
1.05368004449982,2.32611225039483e-06,3.19721362475386,0.464886695126096,1.05006869799777,869.284250422691
1.17870581247201,3.12723458769384e-06,2.74102619083967,0.519518601700106,1.0220380827449,869.284250422691
1.09243780800646,2.5445561932871e-06,3.02140786361893,0.615116246717961,0.925118617384565,762.253905085598
1.19999815285671,2.49605697376986e-06,2.86332837562448,0.561278904243659,1.0247721791765,762.253905085598
0.99682248960109,2.62542799157064e-06,3.26792132526497,0.594851660821425,0.919696604371925,731.027995407547
1.06559226932676,2.10625332881292e-06,2.92865187564309,0.624941941179542,1.00490723838087,731.027995407547
1.18737989522922,2.75051593177557e-06,2.88349700788256,0.68424746139635,1.09303697439081,731.027995407547
1.06853909191407,2.69189913385046e-06,3.07550432001457,0.566063905307974,0.992167801386511,810.515699946969
1.19158127347874,1.57830015096908e-06,3.32220838955202,0.594095288255795,0.975692969863444,1136.91899302609
1.0182204015907,2.22631495503595e-06,2.62211962699143,0.601992886467357,0.939242050179028,841.753434121959
1.1123771754034,2.04247490271853e-06,3.37898937826242,0.661233123403822,0.936977470502213,865.913595481601
1.13645408442642,2.37351273841736e-06,3.18841352136728,0.575430779635025,1.00945513785351,865.913595481601
1.16006787601078,2.05404723642082e-06,2.71938272805882,0.590672744642449,1.06362639997441,865.913595481601
1.1331355982799,2.1676341036023e-06,2.85041546958333,0.582097295516778,1.06025701887577,865.913595481601
1.09436542778791,2.03343671334426e-06,2.67900168058099,0.628855772158383,0.950435331890819,908.01030914509
1.1589370084614,2.612681084224e-06,3.30979443442301,0.576077605450992,1.06593185023963,908.01030914509
1.18847558631629,1.75536915173708e-06,2.98461288237962,0.629648843833658,1.07535204352037,908.01030914509
1.13194596996703,1.76915050883396e-06,2.65124698032213,0.672428459103813,1.02158357036417,908.01030914509
1.12535500611363,2.20287975416044e-06,3.04072596497189,0.57669795466868,1.04041539231592,908.01030914509
1.15969253523087,1.64938394338938e-06,2.99672307531254,0.543467502766433,1.08196286920871,908.01030914509
1.15300772742001,2.48228174763011e-06,3.32112136230052,0.605702100952168,1.03092024124152,908.01030914509
1.06438873148806,2.54365114477028e-06,2.99655841522486,0.61075697072848,1.0996508259957,908.01030914509
1.16753561958768,2.24359799769896e-06,3.23687983887268,0.654510958413348,1.02052112816264,908.01030914509
1.12007520542164,1.93640042174732e-06,2.37206600180874,0.441333567204381,0.917449156683366,983.572164904734
1.19031064127938,1.27525409166843e-06,2.42636926099706,0.621392664370363,0.985349172605545,1306.13879858792
1.15360385819909,2.12254466539999e-06,2.8161797205827,0.634058637328484,0.999948900225506,943.961959549253
1.18590143458832,2.16780635701481e-06,2.7312304942985,0.581931987001435,1.06716421707679,943.961959549253
1.00723436182844,2.07861232146721e-06,2.9264889175813,0.485136600854207,1.037168021614,943.961959549253
1.07450845494856,2.72741605511042e-06,3.01133492459055,0.662480954788418,0.923821909228876,719.490474727892
0.960444617777573,2.65170346910677e-06,3.27846292140706,0.669850244425602,0.958685029015794,736.861320486357
0.996732619502829,2.22326820127598e-06,3.37511198239007,0.631514260810135,0.938872986798194,812.909939264124
1.17299151579172,2.69351980075269e-06,3.10424547968127,0.669954353342064,0.987268130160436,789.700556018436
1.13594126487282,2.37033793113037e-06,3.20113968717296,0.65519194030969,1.06402656233114,789.700556018436
0.995537258798274,2.14729280069002e-06,3.13545109881831,0.638553508729044,0.950477219591215,846.584058791568
1.13408022047684,2.66284162821401e-06,2.63986150209423,0.654276815361463,1.0243127540769,846.584058791568
1.17391708028423,2.00235885633104e-06,3.23087336982704,0.567479243177591,0.971795735121315,974.170315807804
0.965162518496052,3.05522980277012e-06,3.17664194410765,0.67220401292666,0.994560512597594,717.748896183107
1.17471385578787,3.4957654000176e-06,3.18894258545034,0.603353015385297,1.03762737935054,717.748896183107
1.03709030490339,2.23291833996764e-06,3.44212605759754,0.542607971867972,0.994249790490107,919.246988832116
1.04531146611873,2.57867483888865e-06,3.41122840529042,0.601422810264587,1.0158434162389,919.246988832116
0.906115089549845,2.010297562806e-06,3.20168441934362,0.562124294320071,1.02408500413719,919.246988832116
1.13292555538569,2.14378889359505e-06,3.35364574684217,0.608562299515714,1.09794523559381,919.246988832116
1.06275950692544,2.77437835024981e-06,3.23032780547717,0.688077063334614,0.882008719124059,669.556598840407
1.16471868084423,2.43192821582743e-06,3.10920086439213,0.656970065530918,0.919020114386604,774.084586663024
1.03266504376179,2.89347041052352e-06,2.44018539315127,0.613836167395621,1.02590990579753,774.084586663024
1.1346336891501,1.86315718755328e-06,3.03817304741055,0.600054576892073,1.05483304332633,774.084586663024
1.0179057648399,2.41188271980654e-06,3.0362206943647,0.623661706242304,1.09500690967594,774.084586663024
1.17927800361523,2.09967359162127e-06,3.08724603504358,0.548007758325896,0.99014859088184,978.421495772547
1.18826884989256,3.00383037499319e-06,2.55740006446831,0.706605065427709,1.04505842363803,978.421495772547
1.07462075332659,2.49897808668505e-06,3.04578832014407,0.585603024539982,1.07412829804264,978.421495772547
1.0855406273395,1.93066233887505e-06,2.76503222451365,0.557695017638381,1.05729510763315,978.421495772547
1.14246390368733,2.63811090093848e-06,3.20164006936924,0.695951373957423,0.932513308639087,736.448703977136
1.00475940520032,2.40050366349409e-06,2.39033867970861,0.597564380138564,1.09675401378522,736.448703977136
1.06538416031531,1.90352880465832e-06,3.01018858807495,0.606382291166438,1.04817524268425,736.448703977136
1.07295163788014,2.4891571778403e-06,3.14209469782747,0.535363258571699,1.08953835250196,736.448703977136
1.02931111841154,3.00089506612167e-06,2.89425083544674,0.63438077542468,1.01260698337611,736.448703977136
0.924296679320703,2.60926960530096e-06,3.15904391943983,0.785962005258798,0.988244332013773,729.142980418372
1.10919706636277,1.99889349668755e-06,2.85441228670219,0.572038707771694,1.01443044734701,729.142980418372
1.00602086695273,2.73725976418055e-06,3.45059777246459,0.595138527748145,1.03463380955944,729.142980418372
1.12487130267465,2.84758520137202e-06,2.99950886678375,0.557460375582341,1.08019145326638,729.142980418372
1.12105366917572,3.29422304489549e-06,2.84923883832619,0.712792897702258,0.870167697466456,642.991592377912
0.960541498169917,3.6172057263612e-06,2.35596657322508,0.669151653534083,0.837379185097708,627.275664547058
0.924308213048542,3.9816539916145e-06,2.31287909503142,0.710159740855045,0.854214707061237,632.454960925982
0.877980829716133,4.19940679216322e-06,2.51957317048498,0.678462900947682,0.933354819805447,661.359750531078
0.933160247225033,3.9146375347982e-06,2.38794028288258,0.662345860694602,0.771560105728888,611.337800174538
0.892688222816276,4.2865677904829e-06,2.27980207651088,0.571404654537949,0.842545555947128,657.932154560097
0.849253433867722,4.04433093235083e-06,2.14556473797592,0.67731265071197,0.749466397832494,610.860267066637
0.831137465117314,3.97728876117566e-06,2.58849319098286,0.746782878617401,0.740155953290119,583.873442691652
0.924877986793941,4.06138306605921e-06,2.58486129181761,0.626722347131039,0.710763935115574,599.920480791982
0.805295289835198,4.22909076211038e-06,2.81078895802064,0.702707775783216,0.786665514213207,610.577456391861
0.915610044280345,3.86085717995027e-06,2.62956060762587,0.780734480313737,0.732285936261804,578.296438528153
1.07989451963368,3.94575418605867e-06,2.66369809661837,0.76658246158287,0.802548488217947,618.503817038823
1.10429921294102,3.61912654150003e-06,3.03756172061952,0.795918763581893,0.796271118183191,593.079928409065
0.90272628555684,3.99300020171801e-06,3.14783688873693,0.745601187247369,0.708783195944553,570.881781872619
0.999174618662098,3.34160886816009e-06,2.8645058502188,0.795241758131666,0.740049398199844,559.788345133725
1.08646083420979,3.60479902074141e-06,2.94277459773497,0.752934580836904,0.805159677855096,601.431650727235
1.19673857625422,2.87069193686342e-06,3.20714754079999,0.654276783899226,1.01965572878621,601.431650727235
1.03260843859326,3.41389633857448e-06,3.33022443421216,0.797158488297054,0.78431656388665,568.173806282766
1.00910162931064,3.30919462109804e-06,2.51605249351133,0.762393943138459,0.819329245945783,607.616408642104
1.00759825512104,3.2623845705623e-06,2.51307570841178,0.794987960360306,0.756730150210293,580.470537277136
1.06152685726821,2.95197273891292e-06,3.04174758154707,0.722097911321847,0.811600268359819,609.855448265091
