Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
       85   85.0000       6.79627       5.93793       4.03012       0.00000      0.734487E-04   0.00000      -37.9567      0.861346E-01 -0.661374E-01   200.996       0.00000      -344.760       10.8660      0.500000       1.46809       3.52304      0.377180       0.00000       0.00000       0.00000       0.00000    
       86   86.0000       6.97264       6.05476       4.03012       0.00000      0.389339E-04   0.00000      -50.8084      0.799263E-01 -0.144521E-01   216.877       0.00000      -345.630       10.7724      0.500000       1.48971       3.52742      0.368494       0.00000       0.00000       0.00000       0.00000    
       87   87.0000       7.14851       6.17378       4.03012       0.00000      0.496155E-04   0.00000      -51.8882      0.859184E-01 -0.417782E-01   230.560       0.00000      -346.499       10.7356      0.500000       1.51084       3.53168      0.360257       0.00000       0.00000       0.00000       0.00000    
       88   88.0000       7.33896       6.30185       4.03012       0.00000      0.654476E-04   0.00000      -61.7266      0.673906E-01 -0.633908E-01   222.883       0.00000      -347.441       10.6863      0.500000       1.53150       3.53584      0.352432       0.00000       0.00000       0.00000       0.00000    
       89   89.0000       7.51127       6.41734       4.03012       0.00000      0.381747E-04   0.00000      -50.1591      0.502044E-01 -0.260691E-01   197.227       0.00000      -348.296       10.6401      0.500000       1.55166       3.53989      0.345005       0.00000       0.00000       0.00000       0.00000    
       90   90.0000       7.66781       6.52272       4.03012       0.00000      0.478582E-04   0.00000      -50.8764      0.625162E-02 -0.226284E-01   170.344       0.00000      -349.073       10.6092      0.500000       1.57130       3.54382      0.337960       0.00000       0.00000       0.00000       0.00000    
       91   91.0000       7.79543       6.60828       4.03012      0.265742E-01  0.933903E-03   0.00000      -64.8720     -0.425458      -4.25232       198.058       0.00000      -349.708       10.5805      0.500000       1.59045       3.54764      0.331266       0.00000       0.00000       0.00000       0.00000    
       92   92.0000       7.97756       6.70370       4.03012      0.324400E-01  0.113964E-02   0.00000      -58.4991      -7.60708      -10.5896       129.178       0.00000      -350.616       10.1556      0.500000       1.60927       3.55139      0.324853       0.00000       0.00000       0.00000       0.00000    
       93   93.0000       8.05953       6.75423       4.03012      0.194048E-01  0.681600E-03  0.191105E-02  -62.6074      -11.9513      -14.4609       121.445       0.00000      -351.025       10.0846      0.500000       1.62752       3.55501      0.318778       0.00000       0.00000       0.00000       0.00000    
       94   94.0000       8.11630       6.79626       4.04249      0.158318E-01  0.556037E-03   0.00000      -72.2969      -8.05238      -11.9850       152.987       0.00000      -351.309       10.0846      0.500137       1.62740       3.55498      0.327124       0.00000       0.00000       0.00000       0.00000    
       95   95.0000       8.20242       6.85398       4.04249      0.350403E-01  0.123047E-02   0.00000      -63.8043      -2.33868      -7.85687       194.127       0.00000      -351.739       10.0774      0.500125       1.64561       3.55859      0.321113       0.00000       0.00000       0.00000       0.00000    
       96   96.0000       8.39343       6.94735       4.04249      0.165963E-01  0.582578E-03   0.00000      -73.6378      -8.54941      -14.3572       173.439       0.00000      -352.695       9.60508      0.500071       1.66356       3.56213      0.315322       0.00000       0.00000       0.00000       0.00000    
       97   97.0000       8.50579       7.01880       4.04249      0.199928E-01  0.701654E-03  0.423742E-02  -137.457      -20.3295      -26.8696       200.318       0.00000      -353.259       9.55889      0.500059       1.68112       3.56559      0.309783       0.00000       0.00000       0.00000       0.00000    
       98   98.0000       8.57134       7.06373       4.05138      0.157981E-01  0.554369E-03   0.00000      -74.7260      -13.3832      -22.0310       198.315       0.00000      -353.588       9.55890      0.500641       1.68527       3.56640      0.314250       0.00000       0.00000       0.00000       0.00000    
       99   99.0000       8.71741       7.15227       4.05138      0.197340E-01  0.692291E-03  0.372733E-02  -82.6882      -17.0957      -19.9928       116.043       0.00000      -354.322       9.45057      0.500631       1.70266       3.56982      0.308852       0.00000       0.00000       0.00000       0.00000    
      100   100.000       8.75310       7.17600       4.05541      0.526837E-01  0.184807E-02  0.313433E-02  -100.745      -16.4945      -22.1565       182.880       0.00000      -354.501       9.45058      0.501057       1.71357       3.57195      0.308091       0.00000       0.00000       0.00000       0.00000    
      101   101.000       8.83546       7.23477       4.07034      0.393674E-01  0.138074E-02  0.368416E-02  -123.827      -15.6546      -24.0957       210.460       0.00000      -354.916       9.45059      0.501356       1.70831       3.57092      0.319243       0.00000       0.00000       0.00000       0.00000    
      102   102.000       8.92331       7.29676       4.08513      0.409058E-01  0.143445E-02  0.354052E-02  -102.641      -16.2320      -21.0634       171.784       0.00000      -355.358       9.45060      0.501762       1.70404       3.57009      0.330055       0.00000       0.00000       0.00000       0.00000    
      103   103.000       8.99374       7.34618       4.09666      0.389385E-01  0.136528E-02  0.446307E-02  -127.419      -19.2705      -24.3015       173.455       0.00000      -355.713       9.45061      0.502130       1.70504       3.57028      0.337123       0.00000       0.00000       0.00000       0.00000    
      104   104.000       9.04370       7.37900       4.10135      0.343253E-01  0.120341E-02  0.404220E-02  -149.574      -10.4664      -29.2319       250.577       0.00000      -355.965       9.45061      0.502708       1.71617       3.57246      0.336530       0.00000       0.00000       0.00000       0.00000    
      105   105.000       9.14670       7.45129       4.11790      0.594062E-01  0.208232E-02   0.00000      -99.6939     -0.503446      -21.1968       239.349       0.00000      -356.485       9.45062      0.503177       1.71038       3.57133      0.348961       0.00000       0.00000       0.00000       0.00000    
      106   106.000       9.31924       7.55135       4.11790      0.348232E-01  0.122023E-02  0.113534E-02  -86.0702      -2.91305      -8.72838       190.670       0.00000      -357.357       9.28922      0.503055       1.72864       3.57490      0.343020       0.00000       0.00000       0.00000       0.00000    
