!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
1979-04-14 00:00:00	0.39805985	0.97295888	63278.781	3.0635497	90.217363	0.82438911	205.51722	2.5309893e-07
1979-04-15 00:00:00	1.023728	1.0044275	63528.865	1.1560787	89.421414	0.70033116	234.55683	1.2662235e-07
1979-04-16 00:00:00	-0.62860453	-0.94090018	63894.405	-0.5308213	89.789419	0.86288572	183.33621	8.2001576e-08
1979-04-17 00:00:00	1.1892729	0.99866228	64099.092	1.3086702	73.850871	0.58784963	295.05033	5.0059006e-09
1979-04-18 00:00:00	1.1035513	2.2128714	63684.726	3.8950933	70.67937	0.7238932	265.3536	3.4201902e-09
1979-04-19 00:00:00	1.9630361	1.9425147	63351.083	5.6867249	65.101523	0.40988237	287.48145	3.5159664e-08
1979-04-20 00:00:00	0.83723832	0.85325414	63437.531	2.7951393	73.776492	0.63612689	261.50373	4.7740883e-08
1979-04-21 00:00:00	-0.17072816	-0.16740735	63430.656	-0.097043685	89.525223	0.60174286	253.63305	9.6131093e-08
1979-04-22 00:00:00	0.25873837	0.17068176	63209.238	0.50686345	92.923479	0.72077951	202.50188	3.0202876e-07
1979-04-23 00:00:00	0.78396902	0.86332073	63681.052	1.4487499	85.532295	0.59069125	272.36755	7.7923216e-08
1979-04-24 00:00:00	0.4829897	0.98364578	64044.852	1.9787283	84.318276	0.67014606	271.96449	6.6250102e-08
1979-04-25 00:00:00	-0.11190966	-1.0440145	64098.587	0.86193277	96.788005	0.97106384	158.94497	1.3149308e-07
1979-04-26 00:00:00	-0.060301609	-1.1947502	64477.714	1.2858715	80.464445	0.57062767	249.79951	3.7565827e-08
1979-04-27 00:00:00	-0.80141327	-1.2588673	64755.078	-0.51013879	89.319558	0.5688031	261.56436	3.8290174e-08
1979-04-28 00:00:00	-0.23689931	0.20124044	64591.491	2.7476301	71.06753	0.12540359	322.4125	2.2253198e-11
1979-04-29 00:00:00	-0.17476497	-0.079611641	64271.873	6.1240007	69.024119	0.064849084	327.02188	0
1979-04-30 00:00:00	-0.5288159	-0.35647013	64117.494	5.6040876	80.817295	0.41422362	311.14531	5.1541904e-10
1979-05-01 00:00:00	0.025794767	-0.49263228	63892.512	6.8996897	76.234112	0.43343224	302.58971	1.1757268e-09
1979-05-02 00:00:00	-0.3991203	-0.90894701	63755.69	6.6258757	85.322464	0.72263501	258.72477	3.2254698e-08
1979-05-03 00:00:00	-0.94598162	-0.82486859	63691.832	4.179144	88.67219	0.86897703	213.06838	2.8895048e-08
1979-05-04 00:00:00	0.62983028	0.64156641	63695.053	6.3558507	84.033837	0.73464341	248.1194	4.4221866e-08
1979-05-05 00:00:00	-0.24066965	-0.19178199	63766.561	5.6701522	94.635336	0.95873562	166.74683	1.4255126e-07
1979-05-06 00:00:00	-0.24361536	-0.9615807	63948.93	5.8164815	92.233446	0.80959275	187.24154	6.5482998e-08
1979-05-07 00:00:00	-0.92252093	-1.1544654	64197.841	6.1576115	91.897247	0.85251932	197.21376	4.1843689e-08
1979-05-08 00:00:00	-1.7268763	-0.53964907	64251.044	5.4621322	83.164398	0.55105606	212.97049	2.9722109e-08
1979-05-09 00:00:00	-1.371414	-0.83609191	64298.344	6.4553468	72.975115	0.51263056	278.98357	1.7064024e-09
1979-05-10 00:00:00	-0.99641919	-0.65240938	64383.447	6.9817547	76.365251	0.79955389	290.88327	1.5473261e-09
1979-05-11 00:00:00	-0.76852972	-0.49647183	64424.252	7.9320415	76.900159	0.54495687	301.46251	2.1959728e-09
1979-05-12 00:00:00	-0.70256124	-0.085636042	64320.388	8.7243128	84.864323	0.65303783	256.688	3.2598408e-08
1979-05-13 00:00:00	0.47700626	0.93310231	64093.905	10.394676	74.70668	0.82039949	295.91089	2.1917651e-08
1979-05-14 00:00:00	0.55279862	1.059181	63834.211	10.361416	73.896815	0.70918875	232.10445	3.8759726e-08
1979-05-15 00:00:00	0.28301405	0.25763442	63741.125	8.0250648	81.756849	0.63654195	272.14181	7.5171788e-08
1979-05-16 00:00:00	-0.53566983	-0.57294068	63662.471	6.0624579	90.977495	0.89015099	204.35183	1.0381593e-07
1979-05-17 00:00:00	-0.71999761	-0.98507303	63744.634	6.3004804	90.608103	0.95137295	175.11884	6.9437751e-08
1979-05-18 00:00:00	-0.94772061	0.48006057	64194.288	8.3273061	78.879498	0.72607623	249.69256	2.3379948e-08
1979-05-19 00:00:00	-0.98586534	0.6202092	64454.413	8.3201305	83.388601	0.7243281	234.27675	5.8337487e-08
1979-05-20 00:00:00	-0.38929407	0.52859263	64397.763	7.9900249	85.937464	0.80630219	213.89347	6.5446946e-08
1979-05-21 00:00:00	-0.097440605	0.97975832	64122.04	9.864256	81.308223	0.48036417	287.85997	5.4553957e-08
1979-05-22 00:00:00	0.63552933	0.92174254	64005.046	11.298836	65.195714	0.35625207	310.36188	3.2134978e-09
1979-05-23 00:00:00	-0.89875093	-0.46217418	64092.27	9.3845209	84.257199	0.68086554	238.25877	1.1278504e-07
1979-05-24 00:00:00	-1.178279	-0.717991	64413.651	7.8015397	93.609247	0.85702435	185.2056	3.6444421e-08
1979-05-25 00:00:00	-0.41741885	0.014135571	64448.382	10.040355	84.096029	0.62370381	269.36153	1.4487026e-08
1979-05-26 00:00:00	-0.94199198	-0.22474085	64428.289	9.8971892	87.071911	0.88541442	242.4658	6.6202194e-08
1979-05-27 00:00:00	-0.94414362	-0.32073571	64440.071	9.2571195	91.435698	0.96986963	207.09568	7.3484821e-08
1979-05-28 00:00:00	-0.63372879	-0.29210318	64210.95	9.7520124	91.102443	0.89264991	211.88386	4.832277e-08
1979-05-29 00:00:00	-0.84925198	-0.79837043	64113.519	9.2575362	93.968291	0.9637137	174.66157	8.8319929e-08
1979-05-30 00:00:00	-1.1401529	-0.6523761	64401.48	9.8700025	89.774577	0.85687343	228.40709	5.4084794e-08
1979-05-31 00:00:00	-1.0256806	-0.64773274	64274.88	9.4935148	91.145888	0.98432851	179.93918	7.4584167e-08
1979-06-01 00:00:00	-0.7285716	0.036030009	64011.921	10.004826	93.030978	0.72878313	204.68245	4.7692684e-08
1979-06-02 00:00:00	0.37387122	1.2777227	63854.11	11.463725	81.530929	0.59691214	268.54201	5.535964e-08
1979-06-03 00:00:00	0.14553356	0.24493547	63878.631	10.097593	80.988115	0.75950328	246.33664	8.8635653e-08
1979-06-04 00:00:00	0.016160577	0.74875393	63956.456	9.1849281	89.546317	0.73323633	245.29195	9.9238087e-08
1979-06-05 00:00:00	0.90696418	1.6175036	63880.023	10.234507	82.268951	0.54076478	274.93175	1.1529829e-07
1979-06-06 00:00:00	-0.21945862	-0.73754769	64090.167	7.2597556	94.696263	0.87809216	167.56744	1.9342674e-07
1979-06-07 00:00:00	-0.54840291	-0.62832037	64174.206	7.8051637	90.357009	0.84875437	217.74985	1.2065694e-07
1979-06-08 00:00:00	-0.8393593	-0.68196498	64195.563	9.5099052	86.84593	0.81365732	235.05622	8.1788081e-08
1979-06-09 00:00:00	-0.99201753	-1.350153	64309.322	8.9922939	88.054833	0.82265012	197.09382	1.1559263e-07
1979-06-10 00:00:00	-0.95555164	-0.30488923	64602.754	9.5191797	85.896551	0.65662992	246.61545	2.2563091e-08
1979-06-11 00:00:00	-0.23866885	-0.20160295	64406.839	12.44673	77.378685	0.6169407	301.33151	2.6339915e-08
1979-06-12 00:00:00	-0.24637102	-0.25596575	63995.828	10.868325	89.29831	0.86265535	238.5346	1.4845536e-07
1979-06-13 00:00:00	-0.99918077	-0.90690797	63845.342	10.603705	90.891036	0.91813755	207.56753	1.9365131e-07
1979-06-14 00:00:00	-0.71287023	-0.6147021	63923.982	9.5270439	92.114838	0.97042622	163.88459	1.5549738e-07
1979-06-15 00:00:00	-1.1884401	-1.4046729	64130.096	9.1292418	93.190184	0.9332977	163.97531	7.5067907e-08
1979-06-16 00:00:00	-1.1900765	-1.050602	64243.437	8.9455519	89.719977	0.90900335	182.51666	3.5815696e-08
1979-06-17 00:00:00	-1.2523779	-0.95679266	64347.478	10.144584	83.796826	0.83772448	256.66452	1.8968567e-08
1979-06-18 00:00:00	-1.7815201	-1.1754099	64344.056	9.6948104	84.736745	0.73011384	261.06546	3.1570777e-08
1979-06-19 00:00:00	-1.5403272	-1.3735314	64158.601	9.908778	85.732083	0.87254302	207.91443	3.7102689e-08
1979-06-20 00:00:00	-0.82133785	-1.2318252	64002.066	10.481263	88.492148	0.84320485	221.68524	4.740796e-08
1979-06-21 00:00:00	-1.0924531	-0.4862071	64035.199	11.748288	80.591316	0.34127429	276.36963	2.1708529e-08
1979-06-22 00:00:00	-0.5387099	0.13297972	63850.757	13.117344	79.124811	0.56371665	264.68263	6.46985e-08
1979-06-23 00:00:00	0.039173722	0.076178599	63577.858	11.181778	92.723103	0.87198907	193.83563	1.0299285e-07
1979-06-24 00:00:00	0.30284161	-0.27187092	63777.162	11.328354	86.412144	0.64736558	291.62339	6.8994922e-08
